2019,5,3,0,0,0,0,0,0.186,23.02,47.67,3.008,87600.16,339.5
2019,5,3,0,10,0,0,0,0.183,22.95,48.15,1.84,87595.97,339.2
2019,5,3,0,20,0,0,0,0.184,23.01,47.78,1.338,87589.49,348.3
2019,5,3,0,30,0,0,0,0.183,22.83,47.67,1.772,87585.36,21.16
2019,5,3,0,40,0,0,0,0.185,22.69,48.32,1.54,87563.32,26.69
2019,5,3,0,50,0,0,0,0.185,22.62,48.66,1.76,87569.04,348.3
2019,5,3,1,0,0,0,0,0,22.46,48.39,2.492,87551.77,320.3
2019,5,3,1,10,0,0,0,0,22.39,48.76,0.733,87548.66,30.79
2019,5,3,1,20,0,0,0,0,22.33,48.87,1.2,87546.92,33.88
2019,5,3,1,30,0,0,0,0.264,22.35,48.19,0.843,87541.23,19.65
2019,5,3,1,40,0.006,0,0,0.214,22.45,48.15,1.35,87523.19,6.837
2019,5,3,1,50,0.012,0,0,0.187,22.31,49.34,1.328,87496.25,17.17
2019,5,3,2,0,0.009,0,0,0.187,22.08,49.55,1.18,87472.44,9.67
2019,5,3,2,10,0,0,0,0,22.01,49.34,1.22,87479.96,4.834
2019,5,3,2,20,0.008,0,0,0.206,21.97,49,1.81,87474.96,342.2
2019,5,3,2,30,0,0,0,0.177,21.91,48.87,1.142,87471.73,27.67
2019,5,3,2,40,0,0,0,0.174,21.86,49.75,2.135,87473.33,348
2019,5,3,2,50,0.036,0,0,0.166,21.74,50.47,1.577,87459.47,344.3
2019,5,3,3,0,0.005,0,0,0.16,21.72,49.79,2.265,87462.62,341.8
2019,5,3,3,10,0.075,0,0,0.154,21.75,50.23,2.535,87470.07,341.8
2019,5,3,3,20,0.004,0,0,0.15,21.52,49.51,2.22,87461.06,340.5
2019,5,3,3,30,0.015,0,0,0.151,21.37,50.43,2.648,87458.68,342.2
2019,5,3,3,40,0,0,0,0.147,21.11,49.24,2.392,87429.14,334.5
2019,5,3,3,50,0.001,0,0,0.143,21.18,48.8,2.857,87461.13,332.7
2019,5,3,4,0,0.043,0,0,0.138,21.05,50.23,2.69,87462.73,330
2019,5,3,4,10,0.001,0,0,0,20.77,50.57,2.993,87434.88,337.2
2019,5,3,4,20,0,0,0,0,20.88,50.67,2.095,87428.36,340.3
2019,5,3,4,30,0,0,0,0.134,20.83,50.71,2.503,87423.39,330.5
2019,5,3,4,40,0.148,0,0,0.128,21.06,51.22,2.183,87419.46,323
2019,5,3,4,50,0,0,0,0.126,20.75,51.08,1.637,87440.64,319
2019,5,3,5,0,0,0,0,0.122,20.79,52.89,1.583,87443.94,333.7
2019,5,3,5,10,0,0,0,0.118,20.13,53.26,1.975,87453.67,342
2019,5,3,5,20,0,0,0,0.118,20.06,55.17,2.375,87441.46,344.3
2019,5,3,5,30,0,0,0,0.114,19.55,55.78,2.73,87430.83,344
2019,5,3,5,40,0.009,0,0,0.108,19.6,56.02,2.225,87443.96,350.7
2019,5,3,5,50,0.04,0,0,0.103,19.53,56.23,2.018,87448.82,354.5
2019,5,3,6,0,0.085,0,0,0.099,19.62,55.82,2.082,87481.55,354
2019,5,3,6,10,0.155,0,0,0.096,19.85,55.24,2.068,87483.89,350.7
2019,5,3,6,20,0,7.96,1.824,0.091,19.56,57.05,0.942,87456.22,0.853
2019,5,3,6,30,15.3,13.67,9.63,0.094,19.41,56.43,1.328,87469.3,6.33
2019,5,3,6,40,61.87,30.03,20.3,0.087,19.45,56.77,1.285,87485.58,336.3
2019,5,3,6,50,94.9,49.3,31.65,0.082,19.83,53.84,1.705,87493.75,353.7
2019,5,3,7,0,142.7,74.75,43.26,0.077,20.1,56.3,2.45,87498.77,344.5
2019,5,3,7,10,177.7,101.3,54.53,0.072,20.09,53.64,2.607,87497.91,342.8
2019,5,3,7,20,214.5,131,65.97,0.065,20.69,52.79,1.92,87509.3,351.8
2019,5,3,7,30,259.1,166.9,77.64,0.062,21.17,50.91,0.777,87507.75,339.4
2019,5,3,7,40,286.5,199.1,88.2,0.057,21.97,48.63,0.108,87530.66,2
