tiempo,Ti,To,Ti_CB,Ti_CI,Ti_CC
2019-06-13 12:00:00,22.4753434,,,,
2019-06-13 13:00:00,22.4753434,,,,
2019-06-13 14:00:00,22.4753434,,,,
2019-06-13 15:00:00,22.4753434,,,,
2019-06-13 16:00:00,22.4753434,,,,
2019-06-13 17:00:00,22.4753434,,,,
2019-06-13 18:00:00,22.4753434,,,,
2019-06-13 19:00:00,22.4753434,,,,
2019-06-13 20:00:00,22.4753434,,,,
2019-06-13 21:00:00,22.4753434,,,,
2019-06-13 22:00:00,22.4753434,,,,
2019-06-13 23:00:00,22.4753434,,,,
2019-06-14 00:00:00,22.4753434,,,,
2019-06-14 01:00:00,22.4753434,,,,
2019-06-14 02:00:00,22.4753434,,,,
2019-06-14 03:00:00,22.4753434,,,,
2019-06-14 04:00:00,22.4753434,,,,
2019-06-14 05:00:00,22.4753434,,,,
2019-06-14 06:00:00,22.4753434,,,,
2019-06-14 07:00:00,22.4753434,,,,
2019-06-14 08:00:00,22.4753434,,,,
2019-06-14 09:00:00,22.4753434,,,,
2019-06-14 10:00:00,22.4753434,,,,
2019-06-14 11:00:00,22.4753434,,,,
2019-06-14 12:00:00,22.4753434,,,,
2019-06-14 13:00:00,22.4753434,,,,
2019-06-14 14:00:00,22.4753434,,,,
2019-06-14 15:00:00,22.4753434,,,,
2019-06-14 16:00:00,22.4753434,,,,
2019-06-14 17:00:00,22.4753434,,,,
2019-06-14 18:00:00,22.4753434,,,,
2019-06-14 19:00:00,22.4753434,,,,
2019-06-14 20:00:00,22.4753434,,,,
2019-06-14 21:00:00,22.4753434,,,,
2019-06-14 22:00:00,22.4753434,,,,
2019-06-14 23:00:00,22.4753434,,,,
2019-06-15 00:00:00,22.4753434,,,,
2019-06-15 01:00:00,,18.5,26.14869215090153,24.523360047882978,24.34848719085671
2019-06-15 02:00:00,,18.8,25.868134513734702,24.550977174203318,24.26868594632594
2019-06-15 03:00:00,,18.9,25.42586898308648,24.13818427415885,23.91524429534855
2019-06-15 04:00:00,21.4889299,18.8,25.075786441165924,23.722508649629717,23.52528692402727
2019-06-15 05:00:00,21.9850209,18.4,24.66116697111845,23.223583797459987,23.061215456458807
2019-06-15 06:00:00,21.6066073,18.2,24.340331932343673,23.213222586247944,23.03013833144453
2019-06-15 07:00:00,,18.5,24.065974595718927,22.934140905706318,22.762020817666606
2019-06-15 08:00:00,,19.9,24.17248792337421,22.84044247775147,22.68769989617221
2019-06-15 09:00:00,,20.1,24.41727531633475,22.990195855055713,22.832480259962807
2019-06-15 10:00:00,23.0164287,22.9,25.13421905097443,24.40520394137829,24.19094611160332
2019-06-15 11:00:00,23.465218,23.7,25.60004956884153,24.761345027160665,24.48849865282607
2019-06-15 12:00:00,24.9408003,25.2,26.274806525597892,25.64652780617941,25.325294575928808
2019-06-15 13:00:00,,26.4,26.985761384020858,26.514783410623533,26.15907091395213
2019-06-15 14:00:00,26.268709,27.5,27.555885774089433,27.258867540782372,26.938546529033122
2019-06-15 15:00:00,,28.5,28.04410334776864,27.873336861771588,27.48862644592393
2019-06-15 16:00:00,,29.2,28.526665061745447,28.38764676191625,27.98610288315712
2019-06-15 17:00:00,,28.7,28.803916041996878,28.6444048795103,28.30261262133646
2019-06-15 18:00:00,,27.9,28.70889248502405,28.35852756043304,27.918716969599036
2019-06-15 19:00:00,,27.5,28.6471800796723,28.24149286310956,27.82938108500733
2019-06-15 20:00:00,,26.5,28.39548985946053,28.010592499511986,27.585589551846052
2019-06-15 21:00:00,,26.1,28.18507868868877,27.763401325194444,27.397615880671893
2019-06-15 22:00:00,,23.2,27.559530389794997,25.881711271274977,25.671632744869576
2019-06-15 23:00:00,,22.6,27.258360789172748,25.79575441411737,25.541104320952613
2019-06-16 00:00:00,27.8654298,,,,
2019-06-16 01:00:00,27.8654298,,,,
2019-06-16 02:00:00,27.8654298,,,,
2019-06-16 03:00:00,27.8654298,,,,
2019-06-16 04:00:00,27.8654298,,,,
2019-06-16 05:00:00,27.8654298,,,,
2019-06-16 06:00:00,27.8654298,,,,
2019-06-16 07:00:00,27.8654298,,,,
2019-06-16 08:00:00,27.8654298,,,,
2019-06-16 09:00:00,27.8654298,,,,
2019-06-16 10:00:00,27.8654298,,,,
2019-06-16 11:00:00,27.8654298,,,,
2019-06-16 12:00:00,27.8654298,,,,
2019-06-16 13:00:00,27.8654298,,,,
2019-06-16 14:00:00,27.8654298,,,,
2019-06-16 15:00:00,27.8654298,,,,
2019-06-16 16:00:00,27.8654298,,,,
2019-06-16 17:00:00,27.8654298,,,,
2019-06-16 18:00:00,27.8654298,,,,
2019-06-16 19:00:00,27.8654298,,,,
2019-06-16 20:00:00,27.8654298,,,,
2019-06-16 21:00:00,27.8654298,,,,
2019-06-16 22:00:00,27.8654298,,,,
2019-06-16 23:00:00,27.8654298,,,,
2019-06-17 00:00:00,27.8654298,,,,
2019-06-17 01:00:00,27.8654298,,,,
2019-06-17 02:00:00,27.8654298,,,,
2019-06-17 03:00:00,27.8654298,,,,
2019-06-17 04:00:00,27.8654298,,,,
2019-06-17 05:00:00,27.8654298,,,,
2019-06-17 06:00:00,27.8654298,,,,
2019-06-17 07:00:00,27.8654298,,,,
2019-06-17 08:00:00,27.8654298,,,,
2019-06-17 09:00:00,27.8654298,,,,
2019-06-17 10:00:00,27.8654298,,,,
2019-06-17 11:00:00,27.8654298,,,,
2019-06-17 12:00:00,27.8654298,,,,
2019-06-17 13:00:00,27.8654298,,,,
2019-06-17 14:00:00,27.8654298,,,,
2019-06-17 15:00:00,27.8654298,,,,
2019-06-17 16:00:00,27.8654298,,,,
2019-06-17 17:00:00,27.8654298,,,,
2019-06-17 18:00:00,27.8654298,,,,
2019-06-17 19:00:00,27.8654298,,,,
2019-06-17 20:00:00,27.8654298,,,,
2019-06-17 21:00:00,27.8654298,,,,
2019-06-17 22:00:00,27.8654298,,,,
2019-06-17 23:00:00,27.8654298,,,,
2019-06-18 00:00:00,27.8654298,,,,
2019-06-18 01:00:00,27.8654298,,,,
2019-06-18 02:00:00,27.8654298,,,,
2019-06-18 03:00:00,27.8654298,,,,
2019-06-18 04:00:00,27.8654298,,,,
2019-06-18 05:00:00,27.8654298,,,,
2019-06-18 06:00:00,27.8654298,,,,
2019-06-18 07:00:00,27.8654298,,,,
2019-06-18 08:00:00,27.8654298,,,,
2019-06-18 09:00:00,27.8654298,,,,
2019-06-18 10:00:00,27.8654298,,,,
2019-06-18 11:00:00,27.8654298,,,,
2019-06-18 12:00:00,27.8654298,,,,
2019-06-18 13:00:00,27.8654298,,,,
2019-06-18 14:00:00,27.8654298,,,,
2019-06-18 15:00:00,27.8654298,,,,
2019-06-18 16:00:00,27.8654298,,,,
2019-06-18 17:00:00,27.8654298,,,,
2019-06-18 18:00:00,27.8654298,,,,
2019-06-18 19:00:00,27.8654298,,,,
2019-06-18 20:00:00,27.8654298,,,,
2019-06-18 21:00:00,27.8654298,,,,
2019-06-18 22:00:00,27.8654298,,,,
2019-06-18 23:00:00,27.8654298,,,,
2019-06-19 00:00:00,27.8654298,,,,
2019-06-19 01:00:00,27.8654298,,,,
2019-06-19 02:00:00,27.8654298,,,,
2019-06-19 03:00:00,27.8654298,,,,
2019-06-19 04:00:00,27.8654298,,,,
2019-06-19 05:00:00,27.8654298,,,,
2019-06-19 06:00:00,27.8654298,,,,
2019-06-19 07:00:00,27.8654298,,,,
2019-06-19 08:00:00,27.8654298,,,,
2019-06-19 09:00:00,27.8654298,,,,
2019-06-19 10:00:00,27.8654298,,,,
2019-06-19 11:00:00,27.8654298,,,,
2019-06-19 12:00:00,27.8654298,,,,
2019-06-19 13:00:00,27.8654298,,,,
2019-06-19 14:00:00,27.8654298,,,,
2019-06-19 15:00:00,27.8654298,,,,
2019-06-19 16:00:00,27.8654298,,,,
2019-06-19 17:00:00,27.8654298,,,,
2019-06-19 18:00:00,27.8654298,,,,
2019-06-19 19:00:00,27.8654298,,,,
2019-06-19 20:00:00,27.8654298,,,,
2019-06-19 21:00:00,27.8654298,,,,
2019-06-19 22:00:00,27.8654298,,,,
2019-06-19 23:00:00,27.8654298,,,,
2019-06-20 00:00:00,27.8654298,,,,
2019-06-20 01:00:00,27.8654298,,,,
2019-06-20 02:00:00,27.8654298,,,,
2019-06-20 03:00:00,27.8654298,,,,
2019-06-20 04:00:00,27.8654298,,,,
2019-06-20 05:00:00,27.8654298,,,,
2019-06-20 06:00:00,27.8654298,,,,
2019-06-20 07:00:00,27.8654298,,,,
2019-06-20 08:00:00,27.8654298,,,,
2019-06-20 09:00:00,27.8654298,,,,
2019-06-20 10:00:00,27.8654298,,,,
2019-06-20 11:00:00,27.8654298,,,,
2019-06-20 12:00:00,27.8654298,,,,
2019-06-20 13:00:00,27.8654298,,,,
2019-06-20 14:00:00,27.8654298,,,,
2019-06-20 15:00:00,27.8654298,,,,
2019-06-20 16:00:00,27.8654298,,,,
2019-06-20 17:00:00,27.8654298,,,,
2019-06-20 18:00:00,27.8654298,,,,
2019-06-20 19:00:00,27.8654298,,,,
2019-06-20 20:00:00,27.8654298,,,,
2019-06-20 21:00:00,27.8654298,,,,
2019-06-20 22:00:00,27.8654298,,,,
2019-06-20 23:00:00,27.8654298,,,,
2019-06-21 00:00:00,27.8654298,,,,
2019-06-21 01:00:00,27.8654298,,,,
2019-06-21 02:00:00,27.8654298,,,,
2019-06-21 03:00:00,27.8654298,,,,
2019-06-21 04:00:00,27.8654298,,,,
2019-06-21 05:00:00,27.8654298,,,,
2019-06-21 06:00:00,27.8654298,,,,
2019-06-21 07:00:00,27.8654298,,,,
2019-06-21 08:00:00,27.8654298,,,,
2019-06-21 09:00:00,27.8654298,,,,
2019-06-21 10:00:00,27.8654298,,,,
2019-06-21 11:00:00,27.8654298,,,,
2019-06-21 12:00:00,27.8654298,,,,
2019-06-21 13:00:00,27.8654298,,,,
2019-06-21 14:00:00,27.8654298,,,,
2019-06-21 15:00:00,27.8654298,,,,
2019-06-21 16:00:00,27.8654298,,,,
2019-06-21 17:00:00,27.8654298,,,,
2019-06-21 18:00:00,27.8654298,,,,
2019-06-21 19:00:00,27.8654298,,,,
2019-06-21 20:00:00,27.8654298,,,,
2019-06-21 21:00:00,27.8654298,,,,
2019-06-21 22:00:00,27.8654298,,,,
2019-06-21 23:00:00,27.8654298,,,,
2019-06-22 00:00:00,27.8654298,,,,
2019-06-22 01:00:00,27.5193198,23.5,29.47687510346313,28.476439860057397,28.112309108136703
2019-06-22 02:00:00,27.0013085,23.5,28.969558274117087,26.567819957502717,26.317571838378825
2019-06-22 03:00:00,25.7091645,18.5,27.85260145611552,25.245239124429325,25.30255300511019
2019-06-22 04:00:00,25.2696048,18.2,27.530890170838514,25.94740613723525,25.699451057409988
2019-06-22 05:00:00,24.9165726,18.4,27.10414247067196,25.545151476946092,25.358726296227776
2019-06-22 06:00:00,24.780436,18.8,26.65569444181687,24.75296354542067,24.478111439788428
2019-06-22 07:00:00,24.3847169,18.1,26.22454026189013,24.674366921444808,24.46083847128152
2019-06-22 08:00:00,24.4574,18.6,26.130667384977478,24.668873494173926,24.45897138190547
2019-06-22 09:00:00,24.4366334,19.9,26.15749127637239,24.928783870743928,24.655626245457267
2019-06-22 10:00:00,24.9581058,21.5,26.491027405818528,25.49128921418035,25.199312577520466
2019-06-22 11:00:00,25.5545687,25.2,27.41110537071939,26.54904904779017,26.3187056162161
2019-06-22 12:00:00,26.07027260000001,26.1,27.856724743680893,26.93779806149911,26.707522715425092
2019-06-22 13:00:00,26.6875021,26.2,28.377614889261647,27.457645027456365,27.1440571954671
2019-06-22 14:00:00,27.2885798,26.6,28.84847770804472,27.87727214258801,27.516311886614627
2019-06-22 15:00:00,27.7258321,28.6,29.453739601031018,28.93797206356507,28.635329953940893
2019-06-22 16:00:00,27.8642761,27.8,29.70324917043951,29.00925885917611,28.63399863234168
2019-06-22 17:00:00,27.7904393,26.6,29.54958776844933,28.77044810548109,28.387392963493504
2019-06-22 18:00:00,27.6773767,26.3,29.482083571079176,28.92722655604275,28.482564404651388
2019-06-22 19:00:00,27.607001,25.3,29.23710753662571,28.336576633138307,27.915115052518438
2019-06-22 20:00:00,27.2943483,25.1,28.95652689227548,28.40791998510407,27.98714765425386
2019-06-22 21:00:00,26.8524812,23.5,28.508968882949898,27.513677345840648,27.13687016459489
2019-06-22 22:00:00,26.7717222,23.3,28.180740607168907,26.992304716477946,26.62877048544567
2019-06-22 23:00:00,26.2525572,22.6,27.783732822308952,26.10974807177273,25.82610901081253
2019-06-23 00:00:00,25.8314567,,,,
2019-06-23 01:00:00,25.4622727,21.8,26.998605227746147,25.50781671307259,25.254100068610352
2019-06-23 02:00:00,25.25806780000001,21.3,26.6919676670082,25.69312397316745,25.421267607838807
2019-06-23 03:00:00,24.976565,21.4,26.29079745416935,24.78880254484037,24.551268562570534
2019-06-23 04:00:00,24.9165726,21.0,26.11742371224504,25.20047307546156,24.96136456895401
2019-06-23 05:00:00,24.9811798,20.2,25.716932962724535,24.7639039685898,24.58220961156653
2019-06-23 06:00:00,23.8724741,18.8,25.15625709428678,23.5466184667089,23.350216644668716
2019-06-23 07:00:00,23.3556165,18.5,24.54101340584229,21.725911824900145,21.61739258282646
2019-06-23 08:00:00,23.7109561,19.4,24.72892121733564,23.349902642525148,23.231220935355182
2019-06-23 09:00:00,23.9451572,19.9,24.76948159903161,23.63604629302793,23.4816751740612
2019-06-23 10:00:00,24.0293773,22.6,25.54392483571579,23.859878339195994,23.72062741504963
2019-06-23 11:00:00,24.8231229,23.4,25.92540537598875,24.827021370004644,24.58422826599791
2019-06-23 12:00:00,25.7795402,24.8,26.709575477139698,25.60004091801982,25.371455799857454
2019-06-23 13:00:00,26.3079348,26.1,27.328938461508926,26.628658223574323,26.40759604532653
2019-06-23 14:00:00,26.96439010000001,26.7,27.760914457817478,27.22437438931589,26.820441360097465
2019-06-23 15:00:00,27.4154868,28.3,28.25290619494367,27.970121837170183,27.599454789421664
2019-06-23 16:00:00,27.8238966,27.9,28.513465775482288,28.176034577351608,27.91415641800044
2019-06-23 17:00:00,28.0327163,28.6,28.897599848388147,28.53095381102663,28.190299179876533
2019-06-23 18:00:00,28.0973235,28.1,29.31520313571936,28.760673660527765,28.450661512562213
2019-06-23 19:00:00,27.8481243,27.0,29.132126190566343,28.59010542733825,28.200177720701646
2019-06-23 20:00:00,27.375107300000003,25.2,28.73432010831833,28.11062788038929,27.750983278208114
2019-06-23 21:00:00,26.9436235,23.8,28.2654604721,26.66577325007259,26.364115738316464
2019-06-23 22:00:00,26.8282535,23.7,27.99103801755184,26.676907204239804,26.367759640019607
2019-06-23 23:00:00,26.6805799,24.1,27.798013620201413,27.081045572545058,26.76162129414977
