Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),THERMAL ZONE: CUBI_1:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: CUBI_2:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: CUBI_JORGE:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: TECHO_1:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: TECHO_2:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: TECHO_JORGE:Zone Mean Air Temperature [C](TimeStep) 
 05/08  09:50:00,28.5,29.03147269540116,28.327456901296235,29.30914608470945,26.263381440529956,25.89195264680555,26.90063429755148 
 05/08  10:00:00,28.9,29.08429909234734,28.381342820191848,29.457354774861334,26.271587013656469,25.89660623625475,27.031430422715574 
 05/08  10:10:00,28.7,29.129349470047197,28.432334954818669,29.584299657475996,26.285376535685577,25.90737593522232,26.879891692331769 
 05/08  10:20:00,29.1,29.154363970175028,28.46262917934029,29.648207101678769,26.30286235564681,25.92294338703227,27.34294782194385 
 05/08  10:30:00,28.7,29.185070976902293,28.50489431386934,29.72436228344578,26.325732208119598,25.943855369415709,27.319459590493485 
 05/08  10:40:00,28.9,29.21632140692106,28.547009487498089,29.811834647603648,26.35366163697644,25.9701639609404,26.766342956965468 
 05/08  10:50:00,29.1,29.27169050877876,28.620885094549938,29.970566008185004,26.384911769626098,26.000277926099444,27.52322541872402 
 05/08  11:00:00,29.2,29.29774579823134,28.653794037106658,30.04365196232936,26.417960621001414,26.032693222368346,27.168337290815449 
 05/08  11:10:00,30.0,29.354472281489664,28.72579290495266,30.18932438430416,26.458207046154983,26.07231452439439,27.06292732864527 
 05/08  11:20:00,30.6,29.412225695546643,28.796376067215893,30.33569637179925,26.500751808761785,26.11437201969124,28.53662763663418 
 05/08  11:30:00,29.9,29.435306626370055,28.829517996562094,30.414269677627357,26.54190561167128,26.155240360079327,27.541301105432426 
 05/08  11:40:00,30.8,29.496891023501985,28.906809880099169,30.572406109683997,26.59085582101881,26.20382751598109,27.839360389008858 
 05/08  11:50:00,31.5,29.563389931111787,28.98484933749994,30.726736436587239,26.643493668336725,26.256167068435006,28.608865832294474 
