Date/Time,THERMAL ZONE: CUBI_1:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: CUBI_2:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: CUBI_JORGE:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: TECHO_1:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: TECHO_2:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: TECHO_JORGE:Zone Mean Air Temperature [C](TimeStep) 
 05/03  00:10:00,28.353210383846155,28.33413361300906,26.876804213339218,27.246894385654064,27.183271302514386,25.330326108427465 
 05/03  00:20:00,28.24798457572521,28.201631023832044,26.83023886035931,27.21739927888843,27.14840340812577,25.7649948460809 
 05/03  00:30:00,28.24939322508601,28.19299343859656,27.21609906191786,27.190342034236239,27.115717159899718,25.46903019216584 
 05/03  00:40:00,28.224006148420828,28.15261288789837,27.172958020642658,27.15423610158029,27.072992373352716,25.601605879423344 
 05/03  00:50:00,28.186299528946223,28.10264288268864,27.120175933248015,27.11873376718858,27.030155810838349,25.274099712703749 
 05/03  01:00:00,28.126356431159978,28.016147644577484,26.904338813183299,27.075184630634476,26.979287976102485,25.485678356337936 
 05/03  01:10:00,28.080819156968553,27.95015957734799,26.48258177666439,27.034346175259864,26.931853795455859,25.535480402685626 
 05/03  01:20:00,28.07659413533214,27.936943083621814,27.03701600867133,26.993077330923506,26.884178309415526,24.772402508637318 
 05/03  01:30:00,28.04983226855085,27.897161994060796,27.28389347441013,26.944792120584795,26.82977115889473,24.837082211312564 
 05/03  01:40:00,28.01534050145772,27.845522348124825,27.272186441499856,26.891852263877476,26.77142118426119,24.831046301339467 
 05/03  01:50:00,27.99374576879325,27.817309585340916,26.989347781699065,26.849649217140756,26.723800861485878,25.12497431218016 
 05/03  02:00:00,27.943585299482569,27.75004101641973,26.809907773837,26.795372787350943,26.662945647220107,24.841707581486994 
 05/03  02:10:00,27.89386582711968,27.6856253705234,26.785384743909544,26.745521630224958,26.60673857751547,24.649033358690045 
 05/03  02:20:00,27.85123559547033,27.63265964233094,26.77248848881539,26.69593923892519,26.550717102124727,24.549507189273606 
 05/03  02:30:00,27.827552139942484,27.60586483045875,26.438600373398516,26.652459557465006,26.501517534259869,24.910095654191268 
 05/03  02:40:00,27.799703936365419,27.568899788246339,26.678516288244276,26.603884392608224,26.44678718545469,24.337157347656544 
 05/03  02:50:00,27.757167115643676,27.51701282967604,26.11544519237303,26.552967143068594,26.389459582284148,25.10645964941709 
 05/03  03:00:00,27.721211972264628,27.470528233042417,26.209627302031998,26.502572097141618,26.332788225160308,24.34155542676789 
 05/03  03:10:00,27.675522556778249,27.413164244513945,25.79921029991868,26.45114981947994,26.27519826438874,25.040213165455798 
 05/03  03:20:00,27.64026044826105,27.366824710410716,25.636576877096958,26.399170798615889,26.217019075409675,25.37620147163627 
 05/03  03:30:00,27.594088736256336,27.30766102701317,25.583209414130918,26.346574885193865,26.15846720049032,24.58291626531516 
 05/03  03:40:00,27.551711176519996,27.254247059133506,25.33718252099972,26.295244013866104,26.101404453659158,25.161581597273775 
 05/03  03:50:00,27.49663584354451,27.184880804115328,25.258614030983087,26.237627801467867,26.037725850208298,24.369153215996179 
 05/03  04:00:00,27.43461667395874,27.105325435137258,25.020274934990938,26.178582189022714,25.97261697571541,24.3157501903184 
 05/03  04:10:00,27.396841323318005,27.057114495680567,24.94692772367177,26.12233390442865,25.910735710255048,24.80648195274074 
 05/03  04:20:00,27.35426957056785,27.00475554931546,24.709926178642644,26.071191624793788,25.854626225981364,24.339172545858675 
 05/03  04:30:00,27.29064820049222,26.919710564299597,24.893149099225654,26.002835372929185,25.7800067705626,24.062103705503796 
 05/03  04:40:00,27.247722541261717,26.86137008745849,24.914219163793079,25.94359426988668,25.71537526848541,24.228954485503956 
 05/03  04:50:00,27.216637112239,26.817812846759208,24.928398486747967,25.88194826701865,25.648245100770695,24.020240323811458 
 05/03  05:00:00,27.19100375717294,26.783052912224418,25.163025576104759,25.82418275052376,25.58531542509754,23.365945462082434 
 05/03  05:10:00,27.151216626772525,26.729700390732803,25.263427926856747,25.761447476105908,25.517070385301158,23.579745444696998 
 05/03  05:20:00,27.09189026978904,26.66086762539218,24.86379768812903,25.701650983061339,25.451900139032298,23.24844357729353 
 05/03  05:30:00,27.036907000277926,26.59452782996198,24.52469161671631,25.64328647029375,25.38826478994074,23.866939068042816 
 05/03  05:40:00,26.972599193574824,26.52067119823167,24.13979399030092,25.584950335403798,25.32456352062269,23.705522799429013 
 05/03  05:50:00,26.921478286326939,26.456450580042096,24.20999249915586,25.522358152982777,25.256397230777599,23.098142078083705 
 05/03  06:00:00,26.879743389498196,26.403747077858946,24.24689721092127,25.46287973950873,25.191657833002929,22.876986179718644 
 05/03  06:10:00,26.803574500441596,26.307499036269605,24.18078463601131,25.391513075404057,25.11426146116608,23.05817546338791 
 05/03  06:20:00,26.756069549699359,26.24416486705767,24.167048323734144,25.32578286246335,25.042994800344496,23.214716199429409 
 05/03  06:30:00,26.742464365447284,26.221282469963055,24.719006322552468,25.261795892471218,24.973651863688955,22.23607231205579 
 05/03  06:40:00,26.702197934643679,26.16957838574875,24.831888226955834,25.19751522933052,24.904024856223456,22.203028563590295 
 05/03  06:50:00,26.65398002221393,26.10770952315505,24.74404838032277,25.128678830602334,24.829417934480636,22.396678787737327 
 05/03  07:00:00,26.638540761711,26.085464183772176,24.499428886596144,25.07105885673458,24.766786561775807,22.73489616969165 
 05/03  07:10:00,26.60107385755858,26.034416109913154,24.031013426728259,25.00477153815616,24.694768576590044,23.319004244136928 
 05/03  07:20:00,26.584906378835368,26.01154309559961,23.94283483702011,24.946276661218947,24.63108882799582,23.687337403990285 
 05/03  07:30:00,26.595620047914758,26.01336664598891,24.30027257321332,24.89123771703025,24.571046979488018,23.229320876368996 
 05/03  07:40:00,26.614807852508588,26.01956685936318,24.879371642969735,24.83199229731644,24.506009742000523,22.98258176614923 
 05/03  07:50:00,26.648038495981099,26.040551468697,25.167610269174675,24.78069016287822,24.44883615160714,23.45331371760652 
 05/03  08:00:00,26.686134305789328,26.06395508935357,25.392290913988285,24.727063011210097,24.38800338318885,23.72638108599183 
 05/03  08:10:00,26.725853271784623,26.09508892383691,25.62510250185973,24.684395684339955,24.337906996173048,24.191858262102984 
 05/03  08:20:00,26.762078963318648,26.119590058610944,25.85351029322774,24.64736762843219,24.293061986684064,24.17160177279072 
 05/03  08:30:00,26.78529221284316,26.132503212781385,25.945588409286136,24.61482929563506,24.25228988588017,24.155555189394744 
 05/03  08:40:00,26.80769945508982,26.147190890242177,26.055775670063264,24.592894672551226,24.223247634460419,24.207256255178128 
 05/03  08:50:00,26.84037296507333,26.175006911887125,26.185561149503937,24.57829574508501,24.202617173529466,24.37064309909636 
 05/03  09:00:00,26.8775856458874,26.2100065546574,26.27022652153918,24.568841537394439,24.18807662876903,24.205411744184997 
 05/03  09:10:00,26.906584314288169,26.2371057302488,26.54328297567639,24.565705034641959,24.18133093959625,24.713676588843616 
 05/03  09:20:00,26.950164989655268,26.28038964050268,26.826196483161629,24.566188153633747,24.178494573894043,24.88018568561966 
 05/03  09:30:00,26.99641583084019,26.32930840760409,27.052632353691317,24.571698390050938,24.18125125854179,25.015385280471699 
 05/03  09:40:00,27.033090013179448,26.37602855877819,27.04352459884716,24.58267292389134,24.190524629563464,25.05469375817694 
 05/03  09:50:00,27.063357517367188,26.421218573549575,26.970296717222746,24.59807705874316,24.20482312876129,25.324290235350209 
 05/03  10:00:00,27.074434624247993,26.441587052149996,27.009401355082937,24.616441544486628,24.222699222515077,24.856093818715487 
 05/03  10:10:00,27.10709178101733,26.486168272088944,27.17203684080479,24.640351885503234,24.246527022034355,24.915996151931716 
 05/03  10:20:00,27.16366740629299,26.559564631433159,27.389257313802714,24.66926580814358,24.27583695981525,25.00982752930794 
 05/03  10:30:00,27.22377187713662,26.63675373572238,27.605839546937689,24.69929355319149,24.306636166395813,24.956196988883496 
 05/03  10:40:00,27.256447810428516,26.67621699869467,27.781389798906674,24.729992982471175,24.338315080812877,25.811635939730118 
 05/03  10:50:00,27.286739786872109,26.71638395984595,27.848852499201393,24.761530665951289,24.370919793850804,25.35036948768366 
 05/03  11:00:00,27.34118662152401,26.78759893785729,28.002899900170815,24.80178468374029,24.412404417003275,25.355167032747596 
 05/03  11:10:00,27.400542632595479,26.86025328413357,28.332482179592185,24.842580101123248,24.454344923446535,26.387197425581158 
 05/03  11:20:00,27.455023887907008,26.92935492511139,28.48132743678781,24.885136849931017,24.498003884276444,26.183883281763408 
 05/03  11:30:00,27.513140761691436,26.99694194396692,28.69382968188064,24.932640901675577,24.546662037453534,27.110883484768985 
 05/03  11:40:00,27.583400930632278,27.083955181334305,28.97332851011419,24.982027402242566,24.59706440679153,27.19369708851326 
 05/03  11:50:00,27.666944527110048,27.1838890427879,29.257342946135944,25.037698054009625,24.65323843065361,27.48061234772943 
 05/03  12:00:00,27.754534539255375,27.28621516566167,29.552642625932035,25.094943170565967,24.710293815175775,27.409496397583007 
 05/03  12:10:00,27.820281956223949,27.359787876183498,29.794918755250749,25.151911689066698,24.770801779967877,28.49572258101281 
 05/03  12:20:00,27.89628401955907,27.453357916534825,30.019431004277963,25.21644428100326,24.83926867080487,27.54115358589758 
 05/03  12:30:00,27.908337745445619,27.469105537110644,29.95887195882958,25.27443015622811,24.905207014200287,27.05726009975666 
 05/03  12:40:00,27.943592198906147,27.51201905835974,29.995521641903748,25.34558990513137,24.987129532576625,28.49278566884931 
 05/03  12:50:00,28.00513735673694,27.590739400885516,30.079251366949334,25.426359994328757,25.07648806794602,28.298270521807674 
 05/03  13:00:00,28.021767179016444,27.62089084912489,30.111355428625147,25.50045044448577,25.15792827548055,28.854209671090378 
 05/03  13:10:00,28.065892207237149,27.684899179532648,30.319571576644294,25.583941778135015,25.2503842551639,28.98493460984131 
 05/03  13:20:00,28.169925168860716,27.81354957999621,30.478479187970199,25.673788756001298,25.35043263241749,29.192397981871378 
 05/03  13:30:00,28.23869035491196,27.89966084957265,30.726023338783809,25.750406829988838,25.43709530850438,28.341645166131074 
 05/03  13:40:00,28.281843251596617,27.96035555624224,30.670443480324495,25.823175425526189,25.52050094701672,28.74761069941755 
 05/03  13:50:00,28.431438047460966,28.145228887244639,31.049578199384088,25.924631780695358,25.637882996935966,28.580197672847004 
 05/03  14:00:00,28.520950056926126,28.252885059951958,31.137263921195165,26.005348591727317,25.734592631734665,30.422307007394097 
 05/03  14:10:00,28.48804552592921,28.243995359688485,31.023188444044619,26.09434965408862,25.84320750724049,29.27261368372372 
 05/03  14:20:00,28.530644484896379,28.316897299871309,31.1263888650454,26.180448635186644,25.950349316851964,29.838076898775449 
 05/03  14:30:00,28.633495013849275,28.457762972980306,31.400817149290437,26.278926182576009,26.077978411960659,28.90476446503517 
 05/03  14:40:00,28.77512097626172,28.640142730200077,32.128791827956188,26.37638048871556,26.202759835346943,32.08325416703311 
