Date/Time,JORGE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),JORGE:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),JORGE&OTRO:Zone Thermal Comfort Fanger Model PMV [](TimeStep),JORGE&OTRO:Zone Thermal Comfort Fanger Model PPD [%](TimeStep) 
 05/03  00:10:00,-1.355302828,43.14535612,-1.355302828,43.14535612
 05/03  00:20:00,-1.44290326,47.81074733,-1.44290326,47.81074733
 05/03  00:30:00,-1.283665341,39.43118279,-1.283665341,39.43118279
 05/03  00:40:00,-1.294153227,39.9680409,-1.294153227,39.9680409
 05/03  00:50:00,-1.33730275,42.20222691,-1.33730275,42.20222691
 05/03  01:00:00,-1.427158179,46.96436362,-1.427158179,46.96436362
 05/03  01:10:00,-1.569728471,54.69657901,-1.569728471,54.69657901
 05/03  01:20:00,-1.469568999,49.25016164,-1.469568999,49.25016164
 05/03  01:30:00,-1.396088745,45.30345935,-1.396088745,45.30345935
 05/03  01:40:00,-1.360056827,43.39544885,-1.360056827,43.39544885
 05/03  01:50:00,-1.461844481,48.83249326,-1.461844481,48.83249326
 05/03  02:00:00,-1.538903145,53.01686059,-1.538903145,53.01686059
 05/03  02:10:00,-1.562650737,54.31087447,-1.562650737,54.31087447
 05/03  02:20:00,-1.579975197,55.25489127,-1.579975197,55.25489127
 05/03  02:30:00,-1.716439254,62.62988125,-1.716439254,62.62988125
 05/03  02:40:00,-1.713894114,62.49417708,-1.713894114,62.49417708
 05/03  02:50:00,-1.880555044,71.09758236,-1.880555044,71.09758236
 05/03  03:00:00,-1.87473552,70.80918666,-1.87473552,70.80918666
 05/03  03:10:00,-2.020753635,77.69084029,-2.020753635,77.69084029
 05/03  03:20:00,-2.108765476,81.4244065,-2.108765476,81.4244065
 05/03  03:30:00,-2.153162152,83.17287132,-2.153162152,83.17287132
 05/03  03:40:00,-2.266611748,87.20042766,-2.266611748,87.20042766
 05/03  03:50:00,-2.353466903,89.84135588,-2.353466903,89.84135588
 05/03  04:00:00,-2.452264865,92.37865159,-2.452264865,92.37865159
 05/03  04:10:00,-2.514744387,93.73516812,-2.514744387,93.73516812
 05/03  04:20:00,-2.610791833,95.4697341,-2.610791833,95.4697341
 05/03  04:30:00,-2.519191325,93.82466107,-2.519191325,93.82466107
 05/03  04:40:00,-2.54200235,94.26936752,-2.54200235,94.26936752
 05/03  04:50:00,-2.536857269,94.17114661,-2.536857269,94.17114661
 05/03  05:00:00,-2.478702515,92.9754898,-2.478702515,92.9754898
 05/03  05:10:00,-2.455247269,92.447682,-2.455247269,92.447682
 05/03  05:20:00,-2.625641327,95.70225162,-2.625641327,95.70225162
 05/03  05:30:00,-2.760430147,97.42307178,-2.760430147,97.42307178
 05/03  05:40:00,-2.938003584,98.80910687,-2.938003584,98.80910687
 05/03  05:50:00,-2.930599858,98.767236,-2.930599858,98.767236
 05/03  06:00:00,-2.919824898,98.70414895,-2.919824898,98.70414895
 05/03  06:10:00,-2.967985888,98.96689683,-2.967985888,98.96689683
 05/03  06:20:00,-2.988948786,99.06661065,-2.988948786,99.06661065
 05/03  06:30:00,-2.810742123,97.90478377,-2.810742123,97.90478377
 05/03  06:40:00,-2.768085306,97.50150151,-2.768085306,97.50150151
 05/03  06:50:00,-2.793266524,97.74633176,-2.793266524,97.74633176
 05/03  07:00:00,-2.880136909,98.44861074,-2.880136909,98.44861074
 05/03  07:10:00,-3.048713121,99.307954,-3.048713121,99.307954
 05/03  07:20:00,-3.129419355,99.54881262,-3.129419355,99.54881262
 05/03  07:30:00,-2.983137899,99.03980677,-2.983137899,99.03980677
 05/03  07:40:00,-2.7396711,97.20065919,-2.7396711,97.20065919
 05/03  07:50:00,-2.593813948,95.19256492,-2.593813948,95.19256492
 05/03  08:00:00,-2.485140231,93.11571123,-2.485140231,93.11571123
 05/03  08:10:00,-2.36272912,90.10017053,-2.36272912,90.10017053
 05/03  08:20:00,-2.267938092,87.2436661,-2.267938092,87.2436661
 05/03  08:30:00,-2.22011951,85.62812593,-2.22011951,85.62812593
 05/03  08:40:00,-2.159103737,83.39968466,-2.159103737,83.39968466
 05/03  08:50:00,-2.085807249,80.48391835,-2.085807249,80.48391835
 05/03  09:00:00,-2.035653218,78.34676312,-2.035653218,78.34676312
 05/03  09:10:00,-0.058612599,5.071126214,-0.058612599,5.071126214
 05/03  09:20:00,0.06634822,5.091143363,0.06634822,5.091143363
 05/03  09:30:00,0.304803887,6.93079172,0.304803887,6.93079172
 05/03  09:40:00,0.329470269,7.257335359,0.329470269,7.257335359
 05/03  09:50:00,0.243061645,6.226101006,0.243061645,6.226101006
 05/03  10:00:00,0.285803844,6.696813273,0.285803844,6.696813273
 05/03  10:10:00,0.386767587,8.115613878,0.386767587,8.115613878
 05/03  10:20:00,0.445247667,9.136223006,0.445247667,9.136223006
 05/03  10:30:00,0.474803561,9.707917042,0.474803561,9.707917042
 05/03  10:40:00,0.602085561,12.60130168,0.602085561,12.60130168
 05/03  10:50:00,0.611249938,12.83673222,0.611249938,12.83673222
 05/03  11:00:00,0.634075008,13.43894586,0.634075008,13.43894586
 05/03  11:10:00,0.71197066,15.6641224,0.71197066,15.6641224
 05/03  11:20:00,0.750797768,16.87105642,0.750797768,16.87105642
 05/03  11:30:00,0.897345478,22.00249214,0.897345478,22.00249214
 05/03  11:40:00,0.944450756,23.84010409,0.944450756,23.84010409
 05/03  11:50:00,1.032021757,27.487215,1.032021757,27.487215
 05/03  12:00:00,1.139670715,32.35373185,1.139670715,32.35373185
 05/03  12:10:00,1.241704921,37.30993833,1.241704921,37.30993833
 05/03  12:20:00,1.277767547,39.13041441,1.277767547,39.13041441
 05/03  12:30:00,1.286358067,39.56877573,1.286358067,39.56877573
 05/03  12:40:00,1.345177366,42.61406942,1.345177366,42.61406942
 05/03  12:50:00,1.401518922,45.59277791,1.401518922,45.59277791
 05/03  13:00:00,1.457900154,48.61943138,1.457900154,48.61943138
 05/03  13:10:00,1.539981345,53.07559628,1.539981345,53.07559628
 05/03  13:20:00,1.649564065,59.03592193,1.649564065,59.03592193
 05/03  13:30:00,1.664316069,59.8331289,1.664316069,59.8331289
 05/03  13:40:00,1.694974124,61.48241092,1.694974124,61.48241092
 05/03  13:50:00,1.80983341,67.52707253,1.80983341,67.52707253
 05/03  14:00:00,1.904443867,72.27026626,1.904443867,72.27026626
 05/03  14:10:00,1.855331483,69.84023987,1.855331483,69.84023987
 05/03  14:20:00,1.910682379,72.57345688,1.910682379,72.57345688
 05/03  14:30:00,1.970442427,75.40884426,1.970442427,75.40884426
 05/03  14:40:00,2.051596533,79.03813505,2.051596533,79.03813505
 05/03  14:50:00,1.952110126,74.55280319,1.952110126,74.55280319
 05/03  15:00:00,1.990936849,76.35061919,1.990936849,76.35061919
 05/03  15:10:00,2.110330506,81.48762902,2.110330506,81.48762902
 05/03  15:20:00,2.116639552,81.74133256,2.116639552,81.74133256
 05/03  15:30:00,2.060822219,79.43314905,2.060822219,79.43314905
 05/03  15:40:00,2.087640468,80.55990657,2.087640468,80.55990657
 05/03  15:50:00,2.106376011,81.32765875,2.106376011,81.32765875
 05/03  16:00:00,2.033282583,78.24302937,2.033282583,78.24302937
 05/03  16:10:00,1.965442474,75.17662226,1.965442474,75.17662226
 05/03  16:20:00,1.584576421,55.50553952,1.584576421,55.50553952
 05/03  16:30:00,1.241968954,37.32314643,1.241968954,37.32314643
 05/03  16:40:00,1.154694128,33.0638474,1.154694128,33.0638474
 05/03  16:50:00,1.126962727,31.7587159,1.126962727,31.7587159
 05/03  17:00:00,1.291578601,39.83601489,1.291578601,39.83601489
 05/03  17:10:00,1.1058631,30.78251989,1.1058631,30.78251989
 05/03  17:20:00,1.115471845,31.22524058,1.115471845,31.22524058
 05/03  17:30:00,1.118392421,31.360417,1.118392421,31.360417
 05/03  17:40:00,1.179007606,34.2279982,1.179007606,34.2279982
 05/03  17:50:00,1.261808899,38.32078415,1.261808899,38.32078415
 05/03  18:00:00,1.330293199,41.83664814,1.330293199,41.83664814
 05/03  18:10:00,0.30863218,6.979783041,0.30863218,6.979783041
 05/03  18:20:00,0.224300251,6.043741243,0.224300251,6.043741243
 05/03  18:30:00,0.267043637,6.480738016,0.267043637,6.480738016
 05/03  18:40:00,0.248083086,6.277416133,0.248083086,6.277416133
 05/03  18:50:00,0.254291587,6.342327251,0.254291587,6.342327251
 05/03  19:00:00,0.169476304,5.595318952,0.169476304,5.595318952
 05/03  19:10:00,0.128659268,5.3429121,0.128659268,5.3429121
 05/03  19:20:00,0.135750876,5.381787552,0.135750876,5.381787552
 05/03  19:30:00,0.071111758,5.104703703,0.071111758,5.104703703
 05/03  19:40:00,0.027767592,5.015961449,0.027767592,5.015961449
 05/03  19:50:00,-0.099782052,5.206195327,-0.099782052,5.206195327
 05/03  20:00:00,-0.281800848,6.649462242,-0.281800848,6.649462242
 05/03  20:10:00,-0.460069871,9.418224421,-0.460069871,9.418224421
 05/03  20:20:00,-0.448180123,9.191264777,-0.448180123,9.191264777
 05/03  20:30:00,-0.257067183,6.371870957,-0.257067183,6.371870957
 05/03  20:40:00,-0.095772936,5.189952248,-0.095772936,5.189952248
 05/03  20:50:00,-0.151978585,5.478619232,-0.151978585,5.478619232
 05/03  21:00:00,-0.287687678,6.719330978,-0.287687678,6.719330978
 05/03  21:10:00,-0.401220692,8.354224278,-0.401220692,8.354224278
 05/03  21:20:00,-0.531032911,10.89961901,-0.531032911,10.89961901
 05/03  21:30:00,-0.684658037,14.8540211,-0.684658037,14.8540211
 05/03  21:40:00,-0.689213525,14.98689947,-0.689213525,14.98689947
 05/03  21:50:00,-0.651089502,13.90255685,-0.651089502,13.90255685
 05/03  22:00:00,-0.519048712,10.63416795,-0.519048712,10.63416795
 05/03  22:10:00,-0.614564866,12.92278958,-0.614564866,12.92278958
 05/03  22:20:00,-0.657494445,14.08033039,-0.657494445,14.08033039
 05/03  22:30:00,-0.619611376,13.05471538,-0.619611376,13.05471538
 05/03  22:40:00,-0.800992852,18.52694637,-0.800992852,18.52694637
 05/03  22:50:00,-0.896172456,21.95787403,-0.896172456,21.95787403
 05/03  23:00:00,-0.838001964,19.81617229,-0.838001964,19.81617229
 05/03  23:10:00,-0.784745018,17.97920941,-0.784745018,17.97920941
 05/03  23:20:00,-0.83589446,19.74121277,-0.83589446,19.74121277
 05/03  23:30:00,-0.952075325,24.1458683,-0.952075325,24.1458683
 05/03  23:40:00,-1.061338135,28.77236306,-1.061338135,28.77236306
 05/03  23:50:00,-0.878839728,21.3051386,-0.878839728,21.3051386
 05/03  24:00:00,-0.872123759,21.05553173,-0.872123759,21.05553173
 05/04  00:10:00,-1.02909735,27.36073724,-1.02909735,27.36073724
 05/04  00:20:00,-1.21158975,35.81576356,-1.21158975,35.81576356
 05/04  00:30:00,-1.32404764,41.51174696,-1.32404764,41.51174696
 05/04  00:40:00,-1.340068498,42.34673908,-1.340068498,42.34673908
 05/04  00:50:00,-1.321462905,41.37751996,-1.321462905,41.37751996
 05/04  01:00:00,-1.31514659,41.05009645,-1.31514659,41.05009645
 05/04  01:10:00,-1.262122013,38.33660903,-1.262122013,38.33660903
 05/04  01:20:00,-1.145026813,32.60607683,-1.145026813,32.60607683
 05/04  01:30:00,-1.076158522,29.4337814,-1.076158522,29.4337814
 05/04  01:40:00,-1.137810943,32.26632659,-1.137810943,32.26632659
 05/04  01:50:00,-1.208956185,35.68628889,-1.208956185,35.68628889
 05/04  02:00:00,-1.220085467,36.23476698,-1.220085467,36.23476698
 05/04  02:10:00,-1.339444933,42.31414437,-1.339444933,42.31414437
 05/04  02:20:00,-1.48333452,49.99570538,-1.48333452,49.99570538
 05/04  02:30:00,-1.619072562,57.38245392,-1.619072562,57.38245392
 05/04  02:40:00,-1.642444658,58.6504824,-1.642444658,58.6504824
 05/04  02:50:00,-1.660060127,59.60334995,-1.660060127,59.60334995
 05/04  03:00:00,-1.758985885,64.88235301,-1.758985885,64.88235301
 05/04  03:10:00,-1.885771956,71.35522438,-1.885771956,71.35522438
 05/04  03:20:00,-2.035922256,78.35852045,-2.035922256,78.35852045
 05/04  03:30:00,-2.092121623,80.74500722,-2.092121623,80.74500722
 05/04  03:40:00,-2.009146481,77.17342894,-2.009146481,77.17342894
 05/04  03:50:00,-2.184336545,84.34366028,-2.184336545,84.34366028
 05/04  04:00:00,-2.166546276,83.68136645,-2.166546276,83.68136645
 05/04  04:10:00,-2.162105413,83.51361645,-2.162105413,83.51361645
 05/04  04:20:00,-2.308215307,88.51373776,-2.308215307,88.51373776
 05/04  04:30:00,-2.309552777,88.55448408,-2.309552777,88.55448408
 05/04  04:40:00,-2.344405292,89.58390437,-2.344405292,89.58390437
 05/04  04:50:00,-2.394961177,90.96680965,-2.394961177,90.96680965
 05/04  05:00:00,-2.486534836,93.14582586,-2.486534836,93.14582586
 05/04  05:10:00,-2.572272841,94.82310817,-2.572272841,94.82310817
 05/04  05:20:00,-2.547337866,94.36995404,-2.547337866,94.36995404
 05/04  05:30:00,-2.612697958,95.50009348,-2.612697958,95.50009348
 05/04  05:40:00,-2.711079233,96.87018914,-2.711079233,96.87018914
 05/04  05:50:00,-2.7070585,96.82139924,-2.7070585,96.82139924
 05/04  06:00:00,-2.604474491,95.36802613,-2.604474491,95.36802613
 05/04  06:10:00,-2.505368263,93.54345006,-2.505368263,93.54345006
 05/04  06:20:00,-2.400980139,91.12281731,-2.400980139,91.12281731
 05/04  06:30:00,-2.359603859,90.01333068,-2.359603859,90.01333068
 05/04  06:40:00,-2.428684594,91.81746165,-2.428684594,91.81746165
 05/04  06:50:00,-2.523703527,93.91452856,-2.523703527,93.91452856
 05/04  07:00:00,-2.653023829,96.10742488,-2.653023829,96.10742488
 05/04  07:10:00,-2.731838793,97.11296291,-2.731838793,97.11296291
 05/04  07:20:00,-2.625679827,95.70284262,-2.625679827,95.70284262
 05/04  07:30:00,-2.527104174,93.98163517,-2.527104174,93.98163517
 05/04  07:40:00,-2.443705931,92.17812565,-2.443705931,92.17812565
 05/04  07:50:00,-2.345411482,89.61269881,-2.345411482,89.61269881
 05/04  08:00:00,-2.235575327,86.16301051,-2.235575327,86.16301051
 05/04  08:10:00,-2.094404728,80.83896027,-2.094404728,80.83896027
 05/04  08:20:00,-2.039487053,78.5140152,-2.039487053,78.5140152
 05/04  08:30:00,-2.026581945,77.94853442,-2.026581945,77.94853442
 05/04  08:40:00,-1.975805582,75.65687265,-1.975805582,75.65687265
 05/04  08:50:00,-1.868350146,70.49156428,-1.868350146,70.49156428
 05/04  09:00:00,-1.855661399,69.85680648,-1.855661399,69.85680648
 05/04  09:10:00,-1.930957705,73.54972296,-1.930957705,73.54972296
 05/04  09:20:00,-1.973826327,75.56546733,-1.973826327,75.56546733
 05/04  09:30:00,-1.921853156,73.11308293,-1.921853156,73.11308293
 05/04  09:40:00,-1.890796056,71.60253671,-1.890796056,71.60253671
 05/04  09:50:00,-1.812953217,67.6874067,-1.812953217,67.6874067
 05/04  10:00:00,-1.739734864,63.8671268,-1.739734864,63.8671268
 05/04  10:10:00,-1.671560999,60.22385299,-1.671560999,60.22385299
 05/04  10:20:00,-1.619600114,57.41111508,-1.619600114,57.41111508
 05/04  10:30:00,-1.526729622,52.35389605,-1.526729622,52.35389605
 05/04  10:40:00,-1.418060156,46.47666148,-1.418060156,46.47666148
 05/04  10:50:00,-1.346334556,42.67469057,-1.346334556,42.67469057
 05/04  11:00:00,-1.257605586,38.10858499,-1.257605586,38.10858499
 05/04  11:10:00,-1.14179886,32.45388646,-1.14179886,32.45388646
 05/04  11:20:00,-1.079159492,29.56865396,-1.079159492,29.56865396
 05/04  11:30:00,-0.937990035,23.58281284,-0.937990035,23.58281284
 05/04  11:40:00,-0.747622607,16.76992686,-0.747622607,16.76992686
 05/04  11:50:00,-0.727258552,16.13160931,-0.727258552,16.13160931
 05/04  12:00:00,-0.722338581,15.98006396,-0.722338581,15.98006396
 05/04  12:10:00,-0.58074872,12.06728603,-0.58074872,12.06728603
 05/04  12:20:00,-0.397617885,8.293908754,-0.397617885,8.293908754
 05/04  12:30:00,-0.307502249,6.965258618,-0.307502249,6.965258618
 05/04  12:40:00,-0.275153982,6.572330159,-0.275153982,6.572330159
 05/04  12:50:00,-0.211593782,5.928618038,-0.211593782,5.928618038
 05/04  13:00:00,-0.076107301,5.119935046,-0.076107301,5.119935046
 05/04  13:10:00,0.040655456,5.034217693,0.040655456,5.034217693
 05/04  13:20:00,0.086505164,5.154956667,0.086505164,5.154956667
 05/04  13:30:00,0.107850894,5.24090939,0.107850894,5.24090939
 05/04  13:40:00,0.040426496,5.033833342,0.040426496,5.033833342
 05/04  13:50:00,-0.007220027,5.001079095,-0.007220027,5.001079095
 05/04  14:00:00,0.236868625,6.164271867,0.236868625,6.164271867
 05/04  14:10:00,0.324460484,7.188927285,0.324460484,7.188927285
 05/04  14:20:00,0.349177623,7.536776272,0.349177623,7.536776272
 05/04  14:30:00,0.391123218,8.186582171,0.391123218,8.186582171
 05/04  14:40:00,0.42177404,8.708942096,0.42177404,8.708942096
 05/04  14:50:00,0.47017468,9.615896551,0.47017468,9.615896551
 05/04  15:00:00,0.523885735,10.74056022,0.523885735,10.74056022
 05/04  15:10:00,0.660082175,14.15265884,0.660082175,14.15265884
 05/04  15:20:00,0.840893518,19.91932077,0.840893518,19.91932077
 05/04  15:30:00,0.781289505,17.86416423,0.781289505,17.86416423
 05/04  15:40:00,0.78342421,17.9351755,0.78342421,17.9351755
 05/04  15:50:00,0.78516913,17.99336442,0.78516913,17.99336442
 05/04  16:00:00,0.801494923,18.54405004,0.801494923,18.54405004
 05/04  16:10:00,0.807130438,18.73676171,0.807130438,18.73676171
 05/04  16:20:00,0.850482653,20.26388309,0.850482653,20.26388309
 05/04  16:30:00,0.84161375,19.94506742,0.84161375,19.94506742
 05/04  16:40:00,0.888609385,21.67154485,0.888609385,21.67154485
 05/04  16:50:00,0.881053515,21.38782277,0.881053515,21.38782277
 05/04  17:00:00,0.891374907,21.77597368,0.891374907,21.77597368
 05/04  17:10:00,0.866913398,20.86316219,0.866913398,20.86316219
 05/04  17:20:00,0.847917803,20.17134625,0.847917803,20.17134625
 05/04  17:30:00,0.88616171,21.57937898,0.88616171,21.57937898
 05/04  17:40:00,0.934075448,23.42772511,0.934075448,23.42772511
 05/04  17:50:00,0.997495648,26.01432113,0.997495648,26.01432113
 05/04  18:00:00,0.991830524,25.77693562,0.991830524,25.77693562
 05/04  18:10:00,0.963259982,24.59853785,0.963259982,24.59853785
 05/04  18:20:00,0.920907381,22.91052273,0.920907381,22.91052273
 05/04  18:30:00,0.911313852,22.53809874,0.911313852,22.53809874
 05/04  18:40:00,0.894177482,21.8821201,0.894177482,21.8821201
 05/04  18:50:00,0.877015512,21.23715598,0.877015512,21.23715598
 05/04  19:00:00,0.820673778,19.20536826,0.820673778,19.20536826
 05/04  19:10:00,0.7727424,17.5817861,0.7727424,17.5817861
 05/04  19:20:00,0.731590039,16.26588982,0.731590039,16.26588982
 05/04  19:30:00,0.675197729,14.58094182,0.675197729,14.58094182
 05/04  19:40:00,0.598300878,12.50513765,0.598300878,12.50513765
 05/04  19:50:00,0.522336663,10.70637755,0.522336663,10.70637755
 05/04  20:00:00,0.486938513,9.953542263,0.486938513,9.953542263
 05/04  20:10:00,0.487643891,9.968015339,0.487643891,9.968015339
 05/04  20:20:00,0.506982695,10.37318292,0.506982695,10.37318292
 05/04  20:30:00,0.514720984,10.53983597,0.514720984,10.53983597
 05/04  20:40:00,0.450541718,9.23586042,0.450541718,9.23586042
 05/04  20:50:00,0.380118714,8.008843377,0.380118714,8.008843377
 05/04  21:00:00,0.306955559,6.958250708,0.306955559,6.958250708
 05/04  21:10:00,0.252336929,6.321716113,0.252336929,6.321716113
 05/04  21:20:00,0.278514244,6.611090702,0.278514244,6.611090702
 05/04  21:30:00,0.070070409,5.101658959,0.070070409,5.101658959
 05/04  21:40:00,0.074117309,5.113743596,0.074117309,5.113743596
 05/04  21:50:00,0.123116439,5.313982923,0.123116439,5.313982923
 05/04  22:00:00,0.152512959,5.481994337,0.152512959,5.481994337
 05/04  22:10:00,0.080578418,5.134444953,0.080578418,5.134444953
 05/04  22:20:00,0.033813667,5.023669424,0.033813667,5.023669424
 05/04  22:30:00,0.057773474,5.069103938,0.057773474,5.069103938
 05/04  22:40:00,0.020672529,5.0088466,0.020672529,5.0088466
 05/04  22:50:00,0.012981005,5.003488195,0.012981005,5.003488195
 05/04  23:00:00,0.033066827,5.022635349,0.033066827,5.022635349
 05/04  23:10:00,0.045782796,5.043393662,0.045782796,5.043393662
 05/04  23:20:00,-0.011435537,5.002707051,-0.011435537,5.002707051
 05/04  23:30:00,-0.126034658,5.329054505,-0.126034658,5.329054505
 05/04  23:40:00,-0.136667464,5.386964853,-0.136667464,5.386964853
 05/04  23:50:00,-0.232144521,6.118190434,-0.232144521,6.118190434
 05/04  24:00:00,-0.350155139,7.551066592,-0.350155139,7.551066592
 05/05  00:10:00,-0.362512886,7.735230875,-0.362512886,7.735230875
 05/05  00:20:00,-0.400200116,8.337082187,-0.400200116,8.337082187
 05/05  00:30:00,-0.352995731,7.592823936,-0.352995731,7.592823936
 05/05  00:40:00,-0.309408205,6.989789558,-0.309408205,6.989789558
 05/05  00:50:00,-0.367748913,7.815223418,-0.367748913,7.815223418
 05/05  01:00:00,-0.399059483,8.31797628,-0.399059483,8.31797628
 05/05  01:10:00,-0.440730457,9.052159027,-0.440730457,9.052159027
 05/05  01:20:00,-0.462909252,9.473324597,-0.462909252,9.473324597
 05/05  01:30:00,-0.522988694,10.72075296,-0.522988694,10.72075296
 05/05  01:40:00,-0.883310912,21.47234285,-0.883310912,21.47234285
 05/05  01:50:00,-1.175484745,34.05820133,-1.175484745,34.05820133
 05/05  02:00:00,-1.324408258,41.53048504,-1.324408258,41.53048504
 05/05  02:10:00,-1.321662574,41.38788401,-1.321662574,41.38788401
 05/05  02:20:00,-1.317562049,41.17520927,-1.317562049,41.17520927
 05/05  02:30:00,-1.374219604,44.14286199,-1.374219604,44.14286199
 05/05  02:40:00,-1.536419135,52.88155184,-1.536419135,52.88155184
 05/05  02:50:00,-1.582771868,55.40724321,-1.582771868,55.40724321
 05/05  03:00:00,-1.656760744,59.42509295,-1.656760744,59.42509295
 05/05  03:10:00,-1.668842918,60.0773304,-1.668842918,60.0773304
 05/05  03:20:00,-1.510526077,51.47223263,-1.510526077,51.47223263
 05/05  03:30:00,-1.57323645,54.88773365,-1.57323645,54.88773365
 05/05  03:40:00,-1.600388878,56.3664747,-1.600388878,56.3664747
 05/05  03:50:00,-1.576767519,55.08013123,-1.576767519,55.08013123
 05/05  04:00:00,-1.5220568,52.09953454,-1.5220568,52.09953454
 05/05  04:10:00,-1.509759342,51.43054109,-1.509759342,51.43054109
 05/05  04:20:00,-1.582942086,55.4165155,-1.582942086,55.4165155
 05/05  04:30:00,-1.709818403,62.27666037,-1.709818403,62.27666037
 05/05  04:40:00,-1.785156075,66.25067488,-1.785156075,66.25067488
 05/05  04:50:00,-1.774037936,65.6711109,-1.774037936,65.6711109
 05/05  05:00:00,-1.764203253,65.15627396,-1.764203253,65.15627396
 05/05  05:10:00,-1.83106547,68.61337878,-1.83106547,68.61337878
 05/05  05:20:00,-1.722787753,62.96793716,-1.722787753,62.96793716
 05/05  05:30:00,-1.632453722,58.10889955,-1.632453722,58.10889955
 05/05  05:40:00,-1.650112504,59.06559602,-1.650112504,59.06559602
 05/05  05:50:00,-1.710062949,62.28971856,-1.710062949,62.28971856
 05/05  06:00:00,-1.76962082,65.44012557,-1.76962082,65.44012557
 05/05  06:10:00,-1.81472593,67.77840315,-1.81472593,67.77840315
 05/05  06:20:00,-1.902455114,72.17334233,-1.902455114,72.17334233
 05/05  06:30:00,-2.020874153,77.6961833,-2.020874153,77.6961833
 05/05  06:40:00,-2.071414449,79.88203383,-2.071414449,79.88203383
 05/05  06:50:00,-2.061912127,79.47956785,-2.061912127,79.47956785
 05/05  07:00:00,-2.185150434,84.37358569,-2.185150434,84.37358569
 05/05  07:10:00,-2.319830205,88.86452305,-2.319830205,88.86452305
 05/05  07:20:00,-2.237437606,86.22664191,-2.237437606,86.22664191
 05/05  07:30:00,-2.078799879,80.19204989,-2.078799879,80.19204989
 05/05  07:40:00,-1.871925672,70.66957025,-1.871925672,70.66957025
 05/05  07:50:00,-1.740130881,63.88807991,-1.740130881,63.88807991
 05/05  08:00:00,-1.657694723,59.47556404,-1.657694723,59.47556404
 05/05  08:10:00,-1.578114481,55.1535183,-1.578114481,55.1535183
 05/05  08:20:00,-1.478571545,49.73757335,-1.478571545,49.73757335
 05/05  08:30:00,-1.385367745,44.73355049,-1.385367745,44.73355049
 05/05  08:40:00,-1.313299575,40.9545107,-1.313299575,40.9545107
 05/05  08:50:00,-1.274562085,38.96729411,-1.274562085,38.96729411
 05/05  09:00:00,-1.260675462,38.26352028,-1.260675462,38.26352028
 05/05  09:10:00,-1.19293556,34.90293411,-1.19293556,34.90293411
 05/05  09:20:00,-1.139621083,32.35139785,-1.139621083,32.35139785
 05/05  09:30:00,-1.06722167,29.0340082,-1.06722167,29.0340082
 05/05  09:40:00,-1.041649875,27.9058416,-1.041649875,27.9058416
 05/05  09:50:00,-0.995993115,25.95124144,-0.995993115,25.95124144
 05/05  10:00:00,-0.990536425,25.72288078,-0.990536425,25.72288078
 05/05  10:10:00,-0.963036499,24.58944502,-0.963036499,24.58944502
 05/05  10:20:00,-0.829831334,19.52659639,-0.829831334,19.52659639
 05/05  10:30:00,-0.720422499,15.92132649,-0.720422499,15.92132649
 05/05  10:40:00,-0.645489042,13.74856949,-0.645489042,13.74856949
 05/05  10:50:00,-0.535396641,10.99782036,-0.535396641,10.99782036
 05/05  11:00:00,-0.487818641,9.971604207,-0.487818641,9.971604207
 05/05  11:10:00,-0.45009238,9.227356767,-0.45009238,9.227356767
 05/05  11:20:00,-0.38133995,8.028313005,-0.38133995,8.028313005
 05/05  11:30:00,-0.306158655,6.948058019,-0.306158655,6.948058019
 05/05  11:40:00,-0.193487123,5.776245828,-0.193487123,5.776245828
 05/05  11:50:00,0.019725671,5.008054749,0.019725671,5.008054749
 05/05  12:00:00,0.054156429,5.060720872,0.054156429,5.060720872
 05/05  12:10:00,-0.012302825,5.003133239,-0.012302825,5.003133239
 05/05  12:20:00,0.079725894,5.131614331,0.079725894,5.131614331
 05/05  12:30:00,0.240771955,6.203053822,0.240771955,6.203053822
 05/05  12:40:00,0.250249647,6.299883882,0.250249647,6.299883882
 05/05  12:50:00,0.435358164,8.953323791,0.435358164,8.953323791
 05/05  13:00:00,0.461719456,9.450193501,0.461719456,9.450193501
 05/05  13:10:00,0.544784927,11.21189066,0.544784927,11.21189066
 05/05  13:20:00,0.660653774,14.16867447,0.660653774,14.16867447
 05/05  13:30:00,0.827891623,19.45826157,0.827891623,19.45826157
 05/05  13:40:00,0.881462925,21.40313616,0.881462925,21.40313616
 05/05  13:50:00,0.941856653,23.73659788,0.941856653,23.73659788
 05/05  14:00:00,1.000502757,26.14082391,1.000502757,26.14082391
 05/05  14:10:00,1.087349391,29.93833079,1.087349391,29.93833079
 05/05  14:20:00,1.083331447,29.75667682,1.083331447,29.75667682
 05/05  14:30:00,1.156315579,33.14091533,1.156315579,33.14091533
 05/05  14:40:00,1.161567867,33.39112131,1.161567867,33.39112131
 05/05  14:50:00,1.432650522,47.25927843,1.432650522,47.25927843
 05/05  15:00:00,1.552962903,53.78292175,1.552962903,53.78292175
 05/05  15:10:00,1.532699517,52.67896443,1.532699517,52.67896443
 05/05  15:20:00,1.676133143,60.47013811,1.676133143,60.47013811
 05/05  15:30:00,1.758500175,64.85682499,1.758500175,64.85682499
 05/05  15:40:00,1.584483051,55.50045367,1.584483051,55.50045367
