Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),THERMAL ZONE: CUBI_1:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: CUBI_2:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: CUBI_JORGE:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: TECHO_1:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: TECHO_2:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: TECHO_JORGE:Zone Mean Air Temperature [C](TimeStep) 
 05/15  22:20:00,28.5,32.12323937195413,33.201377139534368,32.83304089024413,30.77548421609389,31.051052521172094,29.86640231318858 
 05/15  22:30:00,28.7,32.10348224609085,33.14349200033978,32.775577325565247,30.75743961537727,31.02660867818178,29.80267091663478 
 05/15  22:40:00,28.3,32.092964981647998,33.0982907471655,32.75486381676453,30.73732932952722,30.99945591313658,30.09589322571547 
 05/15  22:50:00,27.4,32.05765053293322,33.03743850690883,32.67723282224625,30.71620952184744,30.97203380849757,29.422855191563856 
 05/15  23:00:00,27.5,32.014177255310858,32.95335326211612,32.58178845971583,30.691289282180663,30.940667935330116,29.620696299760707 
 05/15  23:10:00,27.5,31.98621035612696,32.87931328568087,32.518369580065918,30.661886570317596,30.904127137982085,29.59290289603519 
 05/15  23:20:00,27.3,31.95649474221992,32.80451944823146,32.44881885993569,30.632452246745584,30.867915056935808,29.57687484104609 
 05/15  23:30:00,27.1,31.920181258537029,32.728586799135509,32.36405970725002,30.602176986659857,30.830963780116034,29.592306171889516 
 05/15  23:40:00,27.1,31.900015726840416,32.689142338318209,32.30904842513992,30.57389824577608,30.796373552145917,30.1672419555503 
 05/15  23:50:00,26.2,31.847230179104068,32.60378872782536,32.19556695760564,30.539472754545597,30.75535120697616,28.931330064272517 
 05/15  24:00:00,26.8,31.80553284901529,32.519747240335608,32.069293423672579,30.500481420960097,30.709525321424637,28.866466661660554 
 05/16  00:10:00,26.6,31.770757575854746,32.442936507817,31.95913673905054,30.45831580758118,30.661099338336699,28.899193565678254 
 05/16  00:20:00,26.3,31.74639700674033,32.39750847723687,31.917401777352496,30.419531466467065,30.61614124736184,29.77444202465115 
 05/16  00:30:00,26.1,31.70785312221818,32.32701566152671,31.837664574865316,30.37508663793731,30.565344156921065,29.886035677253007 
 05/16  00:40:00,25.9,31.692547415180628,32.283384980651309,31.813109829437335,30.325548787317389,30.508810368706528,28.134791197479179 
 05/16  00:50:00,25.7,31.656239047146089,32.210670568367287,31.743523060862374,30.27631713683703,30.453238076137447,28.113903046631657 
 05/16  01:00:00,26.0,31.62664612083395,32.15599055650302,31.655331350864274,30.229005225130658,30.399448147807186,28.784116899292444 
 05/16  01:10:00,26.2,31.608467691317786,32.09144488216445,31.60929607398399,30.17181481666548,30.33622954754128,28.4791721040903 
 05/16  01:20:00,25.7,31.582532925011486,32.030950202305138,31.565957832093305,30.12186157819354,30.279387067359079,28.161239679616764 
 05/16  01:30:00,25.7,31.546216904330359,31.963532852294926,31.493798695201734,30.070631049455576,30.22129957405291,28.263501767624598 
 05/16  01:40:00,25.5,31.498010200079269,31.883898494110097,31.3911536775884,30.01721356677283,30.16125316866118,28.10320901962981 
 05/16  01:50:00,25.5,31.460183431989586,31.81533692283752,31.31042791308554,29.966675466888224,30.1030101145912,28.13838478553234 
 05/16  02:00:00,25.0,31.41237559760076,31.73779807667135,31.214498565318846,29.918822383986084,30.04496268006196,27.905045608303366 
 05/16  02:10:00,24.8,31.35838952206659,31.6544888622885,31.110472719291474,29.869653987906316,29.98573583575457,27.856648248475055 
 05/16  02:20:00,24.9,31.33144936534202,31.60909706790445,31.04598121237964,29.822176635701227,29.928879761212739,28.489371904092566 
 05/16  02:30:00,24.5,31.2916112246278,31.547492036387156,30.977826918206639,29.77486129301157,29.872681308389898,27.7296465777223 
 05/16  02:40:00,24.1,31.229879145706734,31.4456339258034,30.867916717579143,29.71712712774967,29.805512915936789,27.245824917046997 
 05/16  02:50:00,23.5,31.170986491290177,31.368506809185264,30.737054939358324,29.665574215536738,29.74478722899346,26.41505602146019 
 05/16  03:00:00,23.6,31.12546482787999,31.299468957100737,30.655732561419808,29.609760822570864,29.679787922576979,27.496448332610325 
 05/16  03:10:00,23.7,31.077393272870596,31.22064500981842,30.588201604724419,29.548887998617724,29.60955172896717,27.31498413505814 
 05/16  03:20:00,23.7,31.04919128297524,31.17619867499883,30.543737911553323,29.491491139376558,29.543226000153664,26.87986530154764 
 05/16  03:30:00,23.7,31.0089474170097,31.10198785471528,30.48030267683199,29.4249311662343,29.467612029462637,26.641066295695525 
 05/16  03:40:00,23.8,30.966106260894088,31.032379015198094,30.41171514893453,29.361234680876505,29.394679992325075,26.504387614010147 
 05/16  03:50:00,24.0,30.929758933179753,30.977330002970104,30.364687653174295,29.296834489504286,29.32095998467585,26.713586481484794 
 05/16  04:00:00,24.1,30.913558961206858,30.954927656455128,30.349855553538015,29.240621041281814,29.256312440048654,27.025885620264103 
 05/16  04:10:00,23.7,30.857435328742559,30.88378104289481,30.26902108344208,29.17748511916035,29.184334877368028,27.012309400395755 
 05/16  04:20:00,23.3,30.774725725888588,30.77752285943196,30.13119930072886,29.110371942766645,29.107789217478886,26.721632591657625 
