tiempo,Ti_ex,Ti_CA
2019-06-08 00:17:40,25.311138,
2019-06-08 00:18:00,25.2672974,
2019-06-08 00:18:20,25.2776807,
2019-06-08 00:18:40,25.311138,
2019-06-08 00:19:00,25.2892177,
2019-06-08 00:19:20,25.2926788,
2019-06-08 00:19:40,25.304215799999998,
2019-06-08 00:20:00,25.274219600000002,25.960051237932266
2019-06-08 00:20:20,25.285756600000006,
2019-06-08 00:20:40,25.2707585,
2019-06-08 00:21:00,25.2926788,
2019-06-08 00:21:20,25.2915251,
2019-06-08 00:21:40,25.303062100000002,
2019-06-08 00:22:00,25.2926788,
2019-06-08 00:22:20,25.2799881,
2019-06-08 00:22:40,25.2846029,
2019-06-08 00:23:00,25.274219600000002,
2019-06-08 00:23:20,25.254606699999997,
2019-06-08 00:23:40,25.2592215,
2019-06-08 00:24:00,25.268451100000004,
2019-06-08 00:24:20,25.2730659,
2019-06-08 00:24:40,25.2834492,
2019-06-08 00:25:00,25.26499,
2019-06-08 00:25:20,25.276526999999998,
2019-06-08 00:25:40,25.2569141,
2019-06-08 00:26:00,25.2615289,
2019-06-08 00:26:20,25.258067800000006,
2019-06-08 00:26:40,25.2834492,
2019-06-08 00:27:00,25.246530800000002,
2019-06-08 00:27:20,25.2603752,
2019-06-08 00:27:40,25.2603752,
2019-06-08 00:28:00,25.246530800000002,
2019-06-08 00:28:20,25.268451100000004,
2019-06-08 00:28:40,25.249991899999998,
2019-06-08 00:29:00,25.268451100000004,
2019-06-08 00:29:20,25.249991899999998,
2019-06-08 00:29:40,25.241916,
2019-06-08 00:30:00,25.2280716,25.930959983139072
2019-06-08 00:30:20,25.253453,
2019-06-08 00:30:40,25.2384549,
2019-06-08 00:31:00,25.241916,
2019-06-08 00:31:20,25.234993799999998,
2019-06-08 00:31:40,25.249991899999998,
2019-06-08 00:32:00,25.2315327,
2019-06-08 00:32:20,25.2626826,
2019-06-08 00:32:40,25.253453,
2019-06-08 00:33:00,25.2234568,
2019-06-08 00:33:20,25.241916,
2019-06-08 00:33:40,25.2522993,
2019-06-08 00:34:00,25.188845800000006,
2019-06-08 00:34:20,25.2280716,
2019-06-08 00:34:40,25.195768,
2019-06-08 00:35:00,25.216534600000006,
2019-06-08 00:35:20,25.191153200000002,
2019-06-08 00:35:40,25.204997600000002,
2019-06-08 00:36:00,25.1750014,
2019-06-08 00:36:20,25.209612399999997,
2019-06-08 00:36:40,25.1692329,
2019-06-08 00:37:00,25.191153200000002,
2019-06-08 00:37:20,25.1623107,
2019-06-08 00:37:40,25.184231,
2019-06-08 00:38:00,25.1876921,
2019-06-08 00:38:20,25.179616199999998,
2019-06-08 00:38:40,25.1507737,
2019-06-08 00:39:00,25.1761551,
2019-06-08 00:39:20,25.179616199999998,
2019-06-08 00:39:40,25.172694,
2019-06-08 00:40:00,25.1876921,25.910035384495586
2019-06-08 00:40:20,25.1761551,
2019-06-08 00:40:40,25.184231,
2019-06-08 00:41:00,25.1692329,
2019-06-08 00:41:20,25.147312600000006,
2019-06-08 00:41:40,25.179616199999998,
2019-06-08 00:42:00,25.1542348,
2019-06-08 00:42:20,25.1692329,
2019-06-08 00:42:40,25.157695899999997,
2019-06-08 00:43:00,25.165771799999998,
2019-06-08 00:43:20,25.157695899999997,
2019-06-08 00:43:40,25.157695899999997,
2019-06-08 00:44:00,25.161157,
2019-06-08 00:44:20,25.172694,
2019-06-08 00:44:40,25.157695899999997,
2019-06-08 00:45:00,25.1692329,
2019-06-08 00:45:20,25.1692329,
2019-06-08 00:45:40,25.1761551,
2019-06-08 00:46:00,25.1426978,
2019-06-08 00:46:20,25.135775600000002,
2019-06-08 00:46:40,25.1392367,
2019-06-08 00:47:00,25.1426978,
2019-06-08 00:47:20,25.1507737,
2019-06-08 00:47:40,25.1507737,
2019-06-08 00:48:00,25.1392367,
2019-06-08 00:48:20,25.135775600000002,
2019-06-08 00:48:40,25.1242386,
2019-06-08 00:49:00,25.1542348,
2019-06-08 00:49:20,25.128853399999997,
2019-06-08 00:49:40,25.135775600000002,
2019-06-08 00:50:00,25.147312600000006,25.857019376810694
2019-06-08 00:50:20,25.1392367,
2019-06-08 00:50:40,25.135775600000002,
2019-06-08 00:51:00,25.1507737,
2019-06-08 00:51:20,25.165771799999998,
2019-06-08 00:51:40,25.1392367,
2019-06-08 00:52:00,25.1323145,
2019-06-08 00:52:20,25.135775600000002,
2019-06-08 00:52:40,25.135775600000002,
2019-06-08 00:53:00,25.1276997,
2019-06-08 00:53:20,25.1311608,
2019-06-08 00:53:40,25.119623800000006,
2019-06-08 00:54:00,25.116162699999997,
2019-06-08 00:54:20,25.1242386,
2019-06-08 00:54:40,25.119623800000006,
2019-06-08 00:55:00,25.130007100000004,
2019-06-08 00:55:20,25.111547899999998,
2019-06-08 00:55:40,25.1184701,
2019-06-08 00:56:00,25.115009,
2019-06-08 00:56:20,25.1253923,
2019-06-08 00:56:40,25.1069331,
2019-06-08 00:57:00,25.1438515,
2019-06-08 00:57:20,25.0930887,
2019-06-08 00:57:40,25.1253923,
2019-06-08 00:58:00,25.1438515,
2019-06-08 00:58:20,25.1219312,
2019-06-08 00:58:40,25.1219312,
2019-06-08 00:59:00,25.1000109,
2019-06-08 00:59:20,25.1069331,
2019-06-08 00:59:40,25.130007100000004,
2019-06-08 01:00:00,25.1000109,25.807675774657984
2019-06-08 01:00:20,25.103472,
2019-06-08 01:00:40,25.1069331,
2019-06-08 01:01:00,25.103472,
2019-06-08 01:01:20,25.115009,
2019-06-08 01:01:40,25.130007100000004,
2019-06-08 01:02:00,25.103472,
2019-06-08 01:02:20,25.096549800000002,
2019-06-08 01:02:40,25.103472,
2019-06-08 01:03:00,25.103472,
2019-06-08 01:03:20,25.1069331,
2019-06-08 01:03:40,25.096549800000002,
2019-06-08 01:04:00,25.1000109,
2019-06-08 01:04:20,25.1000109,
2019-06-08 01:04:40,25.1000109,
2019-06-08 01:05:00,25.078090600000003,
2019-06-08 01:05:20,25.1184701,
2019-06-08 01:05:40,25.0757832,
2019-06-08 01:06:00,25.0746295,
2019-06-08 01:06:20,25.066553600000002,
2019-06-08 01:06:40,25.038864800000002,
2019-06-08 01:07:00,25.038864800000002,
2019-06-08 01:07:20,25.0515555,
2019-06-08 01:07:40,25.0365574,
2019-06-08 01:08:00,25.0515555,
2019-06-08 01:08:20,25.0400185,
2019-06-08 01:08:40,25.027327800000002,
2019-06-08 01:09:00,25.0307889,
2019-06-08 01:09:20,25.0354037,
2019-06-08 01:09:40,25.071168399999998,
2019-06-08 01:10:00,25.0630925,25.759924005367733
2019-06-08 01:10:20,25.022713,
2019-06-08 01:10:40,25.019251899999997,
2019-06-08 01:11:00,25.0157908,
2019-06-08 01:11:20,25.0307889,
2019-06-08 01:11:40,25.03425,
2019-06-08 01:12:00,25.0411722,
2019-06-08 01:12:20,25.026174100000002,
2019-06-08 01:12:40,25.000792699999998,
2019-06-08 01:13:00,25.026174100000002,
2019-06-08 01:13:20,25.0157908,
2019-06-08 01:13:40,25.022713,
2019-06-08 01:14:00,25.022713,
2019-06-08 01:14:20,25.022713,
2019-06-08 01:14:40,25.03425,
2019-06-08 01:15:00,25.022713,
2019-06-08 01:15:20,25.022713,
2019-06-08 01:15:40,25.019251899999997,
2019-06-08 01:16:00,25.022713,
2019-06-08 01:16:20,25.0157908,
2019-06-08 01:16:40,25.019251899999997,
2019-06-08 01:17:00,25.0157908,
2019-06-08 01:17:20,25.0157908,
2019-06-08 01:17:40,25.0123297,
2019-06-08 01:18:00,25.0157908,
2019-06-08 01:18:20,25.000792699999998,
2019-06-08 01:18:40,25.0307889,
2019-06-08 01:19:00,24.9892557,
2019-06-08 01:19:20,25.0031001,
2019-06-08 01:19:40,25.0215593,
2019-06-08 01:20:00,25.0100223,25.706854460108357
2019-06-08 01:20:20,25.0031001,
2019-06-08 01:20:40,25.0065612,
2019-06-08 01:21:00,24.999639000000002,
2019-06-08 01:21:20,24.9950242,
2019-06-08 01:21:40,25.001946399999998,
2019-06-08 01:22:00,24.9950242,
2019-06-08 01:22:20,25.0134834,
2019-06-08 01:22:40,24.9869483,
2019-06-08 01:23:00,24.9834872,
2019-06-08 01:23:20,24.9950242,
2019-06-08 01:23:40,25.001946399999998,
2019-06-08 01:24:00,25.001946399999998,
2019-06-08 01:24:20,25.0054075,
2019-06-08 01:24:40,25.0054075,
2019-06-08 01:25:00,24.9869483,
2019-06-08 01:25:20,24.980026100000003,
2019-06-08 01:25:40,24.958105800000002,
2019-06-08 01:26:00,24.9684891,
2019-06-08 01:26:20,24.980026100000003,
2019-06-08 01:26:40,25.001946399999998,
2019-06-08 01:27:00,24.9719502,
2019-06-08 01:27:20,24.9615669,
2019-06-08 01:27:40,24.980026100000003,
2019-06-08 01:28:00,24.9684891,
2019-06-08 01:28:20,24.9615669,
2019-06-08 01:28:40,24.9719502,
2019-06-08 01:29:00,24.976565,
2019-06-08 01:29:20,24.976565,
2019-06-08 01:29:40,24.990409399999997,
2019-06-08 01:30:00,24.9546447,25.65071500053121
2019-06-08 01:30:20,24.9950242,
2019-06-08 01:30:40,24.980026100000003,
2019-06-08 01:31:00,24.9615669,
2019-06-08 01:31:20,24.9834872,
2019-06-08 01:31:40,24.9719502,
2019-06-08 01:32:00,24.980026100000003,
2019-06-08 01:32:20,24.976565,
2019-06-08 01:32:40,24.9834872,
2019-06-08 01:33:00,24.948876199999997,
2019-06-08 01:33:20,24.9500299,
2019-06-08 01:33:40,24.9684891,
2019-06-08 01:34:00,24.9546447,
2019-06-08 01:34:20,24.976565,
2019-06-08 01:34:40,24.9615669,
2019-06-08 01:35:00,24.9557984,
2019-06-08 01:35:20,24.946568799999998,
2019-06-08 01:35:40,24.9546447,
2019-06-08 01:36:00,24.9373392,
2019-06-08 01:36:20,24.9454151,
2019-06-08 01:36:40,24.9361855,
2019-06-08 01:37:00,24.958105800000002,
2019-06-08 01:37:20,24.928109600000006,
2019-06-08 01:37:40,24.9431077,
2019-06-08 01:38:00,24.8992671,
2019-06-08 01:38:20,24.9177263,
2019-06-08 01:38:40,24.8738857,
2019-06-08 01:39:00,24.916572600000002,
2019-06-08 01:39:20,24.928109600000006,
2019-06-08 01:39:40,24.8981134,
2019-06-08 01:40:00,24.8681172,25.590358147161695
2019-06-08 01:40:20,24.869270899999997,
2019-06-08 01:40:40,24.8669635,
2019-06-08 01:41:00,24.869270899999997,
2019-06-08 01:41:20,24.8369673,
2019-06-08 01:41:40,24.8508117,
2019-06-08 01:42:00,24.847350600000002,
2019-06-08 01:42:20,24.8738857,
2019-06-08 01:42:40,24.847350600000002,
2019-06-08 01:43:00,24.8508117,
2019-06-08 01:43:20,24.840428399999997,
2019-06-08 01:43:40,24.8438895,
2019-06-08 01:44:00,24.8554265,
2019-06-08 01:44:20,24.8323525,
2019-06-08 01:44:40,24.8508117,
2019-06-08 01:45:00,24.840428399999997,
2019-06-08 01:45:20,24.8185081,
2019-06-08 01:45:40,24.821969199999998,
2019-06-08 01:46:00,24.8369673,
2019-06-08 01:46:20,24.8369673,
2019-06-08 01:46:40,24.8185081,
2019-06-08 01:47:00,24.8369673,
2019-06-08 01:47:20,24.800048899999997,
2019-06-08 01:47:40,24.791973000000002,
2019-06-08 01:48:00,24.800048899999997,
2019-06-08 01:48:20,24.80351,
2019-06-08 01:48:40,24.806971100000002,
2019-06-08 01:49:00,24.806971100000002,
2019-06-08 01:49:20,24.8138933,
2019-06-08 01:49:40,24.800048899999997,
2019-06-08 01:50:00,24.7954341,25.512606254526467
2019-06-08 01:50:20,24.80351,
2019-06-08 01:50:40,24.80351,
2019-06-08 01:51:00,24.7850508,
2019-06-08 01:51:20,24.80351,
2019-06-08 01:51:40,24.7954341,
2019-06-08 01:52:00,24.7769749,
2019-06-08 01:52:20,24.7850508,
2019-06-08 01:52:40,24.788511899999996,
2019-06-08 01:53:00,24.7850508,
2019-06-08 01:53:20,24.7838971,
2019-06-08 01:53:40,24.7873582,
2019-06-08 01:54:00,24.7758212,
2019-06-08 01:54:20,24.7908193,
2019-06-08 01:54:40,24.771206399999997,
2019-06-08 01:55:00,24.778128600000002,
2019-06-08 01:55:20,24.778128600000002,
2019-06-08 01:55:40,24.7746675,
2019-06-08 01:56:00,24.778128600000002,
2019-06-08 01:56:20,24.7642842,
2019-06-08 01:56:40,24.771206399999997,
2019-06-08 01:57:00,24.789665600000006,
2019-06-08 01:57:20,24.782743399999998,
2019-06-08 01:57:40,24.782743399999998,
2019-06-08 01:58:00,24.782743399999998,
2019-06-08 01:58:20,24.7642842,
2019-06-08 01:58:40,24.7562083,
2019-06-08 01:59:00,24.778128600000002,
2019-06-08 01:59:20,24.7746675,
2019-06-08 01:59:40,24.7642842,
2019-06-08 02:00:00,24.771206399999997,25.41794754009507
2019-06-08 02:00:20,24.778128600000002,
2019-06-08 02:00:40,24.7642842,
2019-06-08 02:01:00,24.7596694,
2019-06-08 02:01:20,24.7596694,
2019-06-08 02:01:40,24.7746675,
2019-06-08 02:02:00,24.7492861,
2019-06-08 02:02:20,24.771206399999997,
2019-06-08 02:02:40,24.778128600000002,
2019-06-08 02:03:00,24.7677453,
2019-06-08 02:03:20,24.778128600000002,
2019-06-08 02:03:40,24.771206399999997,
2019-06-08 02:04:00,24.782743399999998,
2019-06-08 02:04:20,24.7862045,
2019-06-08 02:04:40,24.7654379,
2019-06-08 02:05:00,24.7746675,
2019-06-08 02:05:20,24.771206399999997,
2019-06-08 02:05:40,24.745825,
2019-06-08 02:06:00,24.7389028,
2019-06-08 02:06:20,24.7515935,
2019-06-08 02:06:40,24.745825,
2019-06-08 02:07:00,24.730826899999997,
2019-06-08 02:07:20,24.708906600000002,
2019-06-08 02:07:40,24.6985233,
2019-06-08 02:08:00,24.701984399999997,
2019-06-08 02:08:20,24.6950622,
2019-06-08 02:08:40,24.7054455,
2019-06-08 02:09:00,24.6835252,
2019-06-08 02:09:20,24.6904474,
2019-06-08 02:09:40,24.697369600000002,
2019-06-08 02:10:00,24.712367699999998,25.332870437102372
2019-06-08 02:10:20,24.6869863,
2019-06-08 02:10:40,24.6939085,
2019-06-08 02:11:00,24.708906600000002,
2019-06-08 02:11:20,24.720443600000007,
2019-06-08 02:11:40,24.712367699999998,
2019-06-08 02:12:00,24.6835252,
2019-06-08 02:12:20,24.701984399999997,
2019-06-08 02:12:40,24.7273658,
2019-06-08 02:13:00,24.708906600000002,
2019-06-08 02:13:20,24.701984399999997,
2019-06-08 02:13:40,24.7239047,
2019-06-08 02:14:00,24.697369600000002,
2019-06-08 02:14:20,24.6904474,
2019-06-08 02:14:40,24.7158288,
2019-06-08 02:15:00,24.6904474,
2019-06-08 02:15:20,24.6939085,
2019-06-08 02:15:40,24.6789104,
2019-06-08 02:16:00,24.697369600000002,
2019-06-08 02:16:20,24.6869863,
2019-06-08 02:16:40,24.697369600000002,
2019-06-08 02:17:00,24.720443600000007,
2019-06-08 02:17:20,24.708906600000002,
2019-06-08 02:17:40,24.6939085,
2019-06-08 02:18:00,24.6892937,
2019-06-08 02:18:20,24.6939085,
2019-06-08 02:18:40,24.6939085,
2019-06-08 02:19:00,24.6927548,
2019-06-08 02:19:20,24.684678899999998,
2019-06-08 02:19:40,24.6892937,
2019-06-08 02:20:00,24.7077529,25.26561484392537
2019-06-08 02:20:20,24.691601100000003,
2019-06-08 02:20:40,24.6892937,
2019-06-08 02:21:00,24.7065992,
2019-06-08 02:21:20,24.676603,
2019-06-08 02:21:40,24.669680800000002,
2019-06-08 02:22:00,24.691601100000003,
2019-06-08 02:22:20,24.684678899999998,
2019-06-08 02:22:40,24.6950622,
2019-06-08 02:23:00,24.691601100000003,
2019-06-08 02:23:20,24.681217800000002,
2019-06-08 02:23:40,24.6985233,
2019-06-08 02:24:00,24.681217800000002,
2019-06-08 02:24:20,24.676603,
2019-06-08 02:24:40,24.703138100000004,
2019-06-08 02:25:00,24.691601100000003,
2019-06-08 02:25:20,24.691601100000003,
2019-06-08 02:25:40,24.68814,
2019-06-08 02:26:00,24.669680800000002,
2019-06-08 02:26:20,24.684678899999998,
2019-06-08 02:26:40,24.681217800000002,
2019-06-08 02:27:00,24.703138100000004,
2019-06-08 02:27:20,24.691601100000003,
2019-06-08 02:27:40,24.6985233,
2019-06-08 02:28:00,24.7065992,
2019-06-08 02:28:20,24.676603,
2019-06-08 02:28:40,24.6627586,
2019-06-08 02:29:00,24.691601100000003,
2019-06-08 02:29:20,24.68814,
2019-06-08 02:29:40,24.6662197,
2019-06-08 02:30:00,24.6662197,25.237809426139172
2019-06-08 02:30:20,24.684678899999998,
2019-06-08 02:30:40,24.6662197,
2019-06-08 02:31:00,24.6731419,
2019-06-08 02:31:20,24.6823715,
2019-06-08 02:31:40,24.669680800000002,
2019-06-08 02:32:00,24.663912300000003,
2019-06-08 02:32:20,24.6754493,
2019-06-08 02:32:40,24.650067899999996,
2019-06-08 02:33:00,24.618918,
2019-06-08 02:33:20,24.630454999999998,
2019-06-08 02:33:40,24.632762399999997,
2019-06-08 02:34:00,24.632762399999997,
2019-06-08 02:34:20,24.644299399999998,
2019-06-08 02:34:40,24.6408383,
2019-06-08 02:35:00,24.6293013,
2019-06-08 02:35:20,24.6108421,
2019-06-08 02:35:40,24.614303200000002,
2019-06-08 02:36:00,24.622379100000003,
2019-06-08 02:36:20,24.6293013,
2019-06-08 02:36:40,24.6293013,
2019-06-08 02:37:00,24.6177643,
2019-06-08 02:37:20,24.6546827,
2019-06-08 02:37:40,24.644299399999998,
2019-06-08 02:38:00,24.644299399999998,
2019-06-08 02:38:20,24.632762399999997,
2019-06-08 02:38:40,24.651221600000003,
2019-06-08 02:39:00,24.6039199,
2019-06-08 02:39:20,24.622379100000003,
2019-06-08 02:39:40,24.6108421,
2019-06-08 02:40:00,24.6362235,25.23195343134769
2019-06-08 02:40:20,24.6212254,
2019-06-08 02:40:40,24.6096884,
2019-06-08 02:41:00,24.6293013,
2019-06-08 02:41:20,24.6200717,
2019-06-08 02:41:40,24.5981514,
2019-06-08 02:42:00,24.6131495,
2019-06-08 02:42:20,24.6131495,
2019-06-08 02:42:40,24.6050736,
2019-06-08 02:43:00,24.6269939,
2019-06-08 02:43:20,24.6235328,
2019-06-08 02:43:40,24.611995800000006,
2019-06-08 02:44:00,24.6339161,
2019-06-08 02:44:20,24.615456899999998,
2019-06-08 02:44:40,24.6339161,
2019-06-08 02:45:00,24.6050736,
2019-06-08 02:45:20,24.6200717,
2019-06-08 02:45:40,24.6385309,
2019-06-08 02:46:00,24.615456899999998,
2019-06-08 02:46:20,24.5969977,
2019-06-08 02:46:40,24.6016125,
2019-06-08 02:47:00,24.6235328,
2019-06-08 02:47:20,24.5935366,
2019-06-08 02:47:40,24.608534699999996,
2019-06-08 02:48:00,24.6454531,
2019-06-08 02:48:20,24.630454999999998,
2019-06-08 02:48:40,24.6235328,
2019-06-08 02:49:00,24.6200717,
2019-06-08 02:49:20,24.615456899999998,
2019-06-08 02:49:40,24.641992000000002,
2019-06-08 02:50:00,24.6050736,25.19013880514708
2019-06-08 02:50:20,24.6235328,
2019-06-08 02:50:40,24.6050736,
2019-06-08 02:51:00,24.6016125,
2019-06-08 02:51:20,24.6016125,
2019-06-08 02:51:40,24.608534699999996,
2019-06-08 02:52:00,24.608534699999996,
2019-06-08 02:52:20,24.580845899999996,
2019-06-08 02:52:40,24.580845899999996,
2019-06-08 02:53:00,24.611995800000006,
2019-06-08 02:53:20,24.599305100000002,
2019-06-08 02:53:40,24.5796922,
2019-06-08 02:54:00,24.5508497,
2019-06-08 02:54:20,24.5485423,
2019-06-08 02:54:40,24.5566182,
2019-06-08 02:55:00,24.532390499999998,
2019-06-08 02:55:20,24.539312699999996,
2019-06-08 02:55:40,24.5277757,
2019-06-08 02:56:00,24.553157100000004,
2019-06-08 02:56:20,24.542773800000006,
2019-06-08 02:56:40,24.5681552,
2019-06-08 02:57:00,24.534697899999998,
2019-06-08 02:57:20,24.5566182,
2019-06-08 02:57:40,24.549696,
2019-06-08 02:58:00,24.534697899999998,
2019-06-08 02:58:20,24.531236800000002,
2019-06-08 02:58:40,24.5277757,
2019-06-08 02:59:00,24.534697899999998,
2019-06-08 02:59:20,24.5243146,
2019-06-08 02:59:40,24.546234899999998,
2019-06-08 03:00:00,24.5566182,25.142379876695262
2019-06-08 03:00:20,24.539312699999996,
2019-06-08 03:00:40,24.505855399999998,
2019-06-08 03:01:00,24.549696,
2019-06-08 03:01:20,24.539312699999996,
2019-06-08 03:01:40,24.542773800000006,
2019-06-08 03:02:00,24.534697899999998,
2019-06-08 03:02:20,24.542773800000006,
2019-06-08 03:02:40,24.531236800000002,
2019-06-08 03:03:00,24.5277757,
2019-06-08 03:03:20,24.531236800000002,
2019-06-08 03:03:40,24.5208535,
2019-06-08 03:04:00,24.539312699999996,
2019-06-08 03:04:20,24.534697899999998,
2019-06-08 03:04:40,24.4977795,
2019-06-08 03:05:00,24.5047017,
2019-06-08 03:05:20,24.4966258,
2019-06-08 03:05:40,24.518546100000002,
2019-06-08 03:06:00,24.492010999999998,
2019-06-08 03:06:20,24.4885499,
2019-06-08 03:06:40,24.4954721,
2019-06-08 03:07:00,24.503548000000002,
2019-06-08 03:07:20,24.503548000000002,
2019-06-08 03:07:40,24.4550926,
2019-06-08 03:08:00,24.4700907,
2019-06-08 03:08:20,24.4850888,
2019-06-08 03:08:40,24.480473999999997,
2019-06-08 03:09:00,24.473551800000006,
2019-06-08 03:09:20,24.480473999999997,
2019-06-08 03:09:40,24.462014800000002,
2019-06-08 03:10:00,24.473551800000006,25.070283018890372
2019-06-08 03:10:20,24.473551800000006,
2019-06-08 03:10:40,24.4516315,
2019-06-08 03:11:00,24.4700907,
2019-06-08 03:11:20,24.4516315,
2019-06-08 03:11:40,24.462014800000002,
2019-06-08 03:12:00,24.4435556,
2019-06-08 03:12:20,24.4550926,
2019-06-08 03:12:40,24.4297112,
2019-06-08 03:13:00,24.4400945,
2019-06-08 03:13:20,24.436633399999998,
2019-06-08 03:13:40,24.4550926,
2019-06-08 03:14:00,24.4481704,
2019-06-08 03:14:20,24.4481704,
2019-06-08 03:14:40,24.4481704,
2019-06-08 03:15:00,24.462014800000002,
2019-06-08 03:15:20,24.4297112,
2019-06-08 03:15:40,24.462014800000002,
2019-06-08 03:16:00,24.4447093,
2019-06-08 03:16:20,24.445863,
2019-06-08 03:16:40,24.430864899999996,
2019-06-08 03:17:00,24.4158668,
2019-06-08 03:17:20,24.434326000000002,
2019-06-08 03:17:40,24.4193279,
2019-06-08 03:18:00,24.422789,
2019-06-08 03:18:20,24.4077909,
2019-06-08 03:18:40,24.4043298,
2019-06-08 03:19:00,24.414713100000004,
2019-06-08 03:19:20,24.4181742,
2019-06-08 03:19:40,24.414713100000004,
2019-06-08 03:20:00,24.4077909,25.02923989560596
2019-06-08 03:20:20,24.414713100000004,
2019-06-08 03:20:40,24.436633399999998,
2019-06-08 03:21:00,24.4181742,
2019-06-08 03:21:20,24.4412482,
2019-06-08 03:21:40,24.4331723,
2019-06-08 03:22:00,24.4331723,
2019-06-08 03:22:20,24.4262501,
2019-06-08 03:22:40,24.3893317,
2019-06-08 03:23:00,24.414713100000004,
2019-06-08 03:23:20,24.4077909,
2019-06-08 03:23:40,24.4181742,
2019-06-08 03:24:00,24.399715,
2019-06-08 03:24:20,24.4066372,
2019-06-08 03:24:40,24.4043298,
2019-06-08 03:25:00,24.3916391,
2019-06-08 03:25:20,24.413559399999997,
2019-06-08 03:25:40,24.3824095,
2019-06-08 03:26:00,24.3939465,
2019-06-08 03:26:20,24.3824095,
2019-06-08 03:26:40,24.3789484,
2019-06-08 03:27:00,24.4008687,
2019-06-08 03:27:20,24.3824095,
2019-06-08 03:27:40,24.4054835,
2019-06-08 03:28:00,24.4089446,
2019-06-08 03:28:20,24.3939465,
2019-06-08 03:28:40,24.4089446,
2019-06-08 03:29:00,24.3824095,
2019-06-08 03:29:20,24.4008687,
2019-06-08 03:29:40,24.4008687,
2019-06-08 03:30:00,24.375487300000003,24.910268045669874
2019-06-08 03:30:20,24.4008687,
2019-06-08 03:30:40,24.4054835,
2019-06-08 03:31:00,24.4008687,
2019-06-08 03:31:20,24.3824095,
2019-06-08 03:31:40,24.4089446,
2019-06-08 03:32:00,24.4054835,
2019-06-08 03:32:20,24.3974076,
2019-06-08 03:32:40,24.3939465,
2019-06-08 03:33:00,24.4089446,
2019-06-08 03:33:20,24.3939465,
2019-06-08 03:33:40,24.3904854,
2019-06-08 03:34:00,24.3789484,
2019-06-08 03:34:20,24.3604892,
2019-06-08 03:34:40,24.3743336,
2019-06-08 03:35:00,24.388178,
2019-06-08 03:35:20,24.361642899999996,
2019-06-08 03:35:40,24.3870243,
2019-06-08 03:36:00,24.3697188,
2019-06-08 03:36:20,24.3212634,
2019-06-08 03:36:40,24.3362615,
2019-06-08 03:37:00,24.355874399999998,
2019-06-08 03:37:20,24.3431837,
2019-06-08 03:37:40,24.3281856,
2019-06-08 03:38:00,24.3097264,
2019-06-08 03:38:20,24.3247245,
2019-06-08 03:38:40,24.3201097,
2019-06-08 03:39:00,24.3166486,
2019-06-08 03:39:20,24.3281856,
2019-06-08 03:39:40,24.3247245,
2019-06-08 03:40:00,24.3247245,24.82266393671155
2019-06-08 03:40:20,24.3281856,
2019-06-08 03:40:40,24.3131875,
2019-06-08 03:41:00,24.2947283,
2019-06-08 03:41:20,24.2947283,
2019-06-08 03:41:40,24.3351078,
2019-06-08 03:42:00,24.2947283,
2019-06-08 03:42:20,24.2831913,
2019-06-08 03:42:40,24.2889598,
