Date/Time,JORGE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),JORGE:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),JORGE&OTRO:Zone Thermal Comfort Fanger Model PMV [](TimeStep),JORGE&OTRO:Zone Thermal Comfort Fanger Model PPD [%](TimeStep) 
 05/03  19:20:00,-0.497443946295526,10.17131720424733,-0.497443946295526,10.17131720424733 
 05/03  19:30:00,-0.5574512214897188,11.50675882449434,-0.5574512214897188,11.50675882449434 
 05/03  19:40:00,-0.5973328777110745,12.480641810693968,-0.5973328777110745,12.480641810693968 
 05/03  19:50:00,-0.6971569406736979,15.220745201602881,-0.6971569406736979,15.220745201602881 
 05/03  20:00:00,-0.8118628612560639,18.899627361463574,-0.8118628612560639,18.899627361463574 
 05/03  20:10:00,-0.9934593285054552,25.845062070029657,-0.9934593285054552,25.845062070029657 
 05/03  20:20:00,-0.9981678553956613,26.042569694774828,-0.9981678553956613,26.042569694774828 
 05/03  20:30:00,-0.8585822482978367,20.557901709677368,-0.8585822482978367,20.557901709677368 
 05/03  20:40:00,-0.7302905922276413,16.22552096089045,-0.7302905922276413,16.22552096089045 
 05/03  20:50:00,-0.7392205275010861,16.504403803297437,-0.7392205275010861,16.504403803297437 
 05/03  21:00:00,-0.8555375352455179,20.447057971217803,-0.8555375352455179,20.447057971217803 
 05/03  21:10:00,-0.9249660830393616,23.069196665326488,-0.9249660830393616,23.069196665326488 
 05/03  21:20:00,-1.0366100297175467,27.686287546164907,-1.0366100297175467,27.686287546164907 
 05/03  21:30:00,-1.1864663184345908,34.58872522490935,-1.1864663184345908,34.58872522490935 
 05/03  21:40:00,-1.2156680814960935,36.01665288403121,-1.2156680814960935,36.01665288403121 
 05/03  21:50:00,-1.1870006506543618,34.614630785156197,-1.1870006506543618,34.614630785156197 
 05/03  22:00:00,-1.0857444600550606,29.8657036312607,-1.0857444600550606,29.8657036312607 
 05/03  22:10:00,-1.0982251728792117,30.43282629907644,-1.0982251728792117,30.43282629907644 
 05/03  22:20:00,-1.145327405985628,32.620266020625638,-1.145327405985628,32.620266020625638 
 05/03  22:30:00,-1.1515230288364509,32.91336287547968,-1.1515230288364509,32.91336287547968 
 05/03  22:40:00,-1.315090472175866,41.04719118074993,-1.315090472175866,41.04719118074993 
 05/03  22:50:00,-1.3902702551784024,44.99393987223054,-1.3902702551784024,44.99393987223054 
 05/03  23:00:00,-1.3567260397177695,43.22018399537468,-1.3567260397177695,43.22018399537468 
 05/03  23:10:00,-1.297902674571486,40.16058088857136,-1.297902674571486,40.16058088857136 
 05/03  23:20:00,-1.3234134207015778,41.47879873839588,-1.3234134207015778,41.47879873839588 
 05/03  23:30:00,-1.4142713384957023,46.27387598287248,-1.4142713384957023,46.27387598287248 
 05/03  23:40:00,-1.4975521701910953,50.76718265144323,-1.4975521701910953,50.76718265144323 
